dcode,dname,fiscalYear,userId,cropname,cropcode,areaunit,area,productionunit,production
35,Chitawan,2060/2061,91,Millet,,1,1990,6,1990
35,Chitawan,2061/2062,91,Millet,,1,1950,6,1950
35,Chitawan,2062/2063,91,Millet,,1,1815,6,1810
35,Chitawan,2063/2064,91,Millet,,1,1815,6,1810
35,Chitawan,2064/2065,91,Millet,,1,1815,6,1815
35,Chitawan,2065/2066,91,Millet,,1,1810,6,1868
35,Chitawan,2066/2067,91,Millet,,1,1810,6,1868
35,Chitawan,2067/2068,91,Millet,,1,1750,6,1750
35,Chitawan,2068/2069,91,Millet,,1,1650,6,1650
35,Chitawan,2069/2070,91,Millet,,1,1650,6,1600
35,Chitawan,2070/2071,91,Millet,,1,1550,6,1550
35,Chitawan,2055/2056,91,Paddy,,1,33700,6,103830
35,Chitawan,2056/2057,91,Paddy,,1,33800,6,112025
35,Chitawan,2057/2058,91,Paddy,,1,31876,6,98815
35,Chitawan,2058/2059,91,Paddy,,1,32600,6,91280
35,Chitawan,2059/2060,91,Paddy,,1,32600,6,91280
35,Chitawan,2060/2061,91,Paddy,,1,33465,6,93702
35,Chitawan,2061/2062,91,Paddy,,1,32972,6,78280
35,Chitawan,2062/2063,91,Paddy,,1,28717,6,80408
35,Chitawan,2063/2064,91,Paddy,,1,32755,6,105700
35,Chitawan,2064/2065,91,Paddy,,1,32755,6,107815
35,Chitawan,2065/2066,91,Paddy,,1,29605,6,85406
35,Chitawan,2066/2067,91,Paddy,,1,32770,6,110944
35,Chitawan,2067/2068,91,Paddy,,1,29655,6,103496
35,Chitawan,2068/2069,91,Paddy,,1,28625,6,94800
35,Chitawan,2069/2070,91,Paddy,,1,29575,6,100555
35,Chitawan,2070/2071,91,Paddy,,1,29400,6,103500
35,Chitawan,2055/2056,91,Wheat,,1,8500,6,12750
35,Chitawan,2056/2057,91,Wheat,,1,10100,6,20700
35,Chitawan,2057/2058,91,Wheat,,1,10100,6,23700
35,Chitawan,2058/2059,91,Wheat,,1,10000,6,25586
35,Chitawan,2059/2060,91,Wheat,,1,10000,6,25586
35,Chitawan,2060/2061,91,Wheat,,1,8450,6,22000
35,Chitawan,2061/2062,91,Wheat,,1,8760,6,22426
35,Chitawan,2062/2063,91,Wheat,,1,9015,6,22520
35,Chitawan,2063/2064,91,Wheat,,1,9010,6,23600
35,Chitawan,2064/2065,91,Wheat,,1,9010,6,21004
35,Chitawan,2065/2066,91,Wheat,,1,9010,6,23200
35,Chitawan,2066/2067,91,Wheat,,1,8728,6,26533
35,Chitawan,2067/2068,91,Wheat,,1,8750,6,27125
35,Chitawan,2068/2069,91,Wheat,,1,8750,6,30125
35,Chitawan,2069/2070,91,Wheat,,1,8550,6,29899
35,Chitawan,2070/2071,91,Wheat,,1,8500,6,30500
36,Gorkha,2055/2056,39,Barley,,1,248,6,223
36,Gorkha,2056/2057,39,Barley,,1,250,6,225
36,Gorkha,2057/2058,39,Barley,,1,250,6,225
36,Gorkha,2058/2059,39,Barley,,1,260,6,228
36,Gorkha,2059/2060,39,Barley,,1,260,6,228
36,Gorkha,2060/2061,39,Barley,,1,230,6,207
36,Gorkha,2061/2062,39,Barley,,1,230,6,207
36,Gorkha,2062/2063,39,Barley,,1,230,6,207
36,Gorkha,2063/2064,39,Barley,,1,260,6,260
36,Gorkha,2064/2065,39,Barley,,1,230,6,200
36,Gorkha,2065/2066,39,Barley,,1,105,6,105
36,Gorkha,2066/2067,39,Barley,,1,110,6,110
36,Gorkha,2067/2068,39,Barley,,1,100,6,100
36,Gorkha,2068/2069,39,Barley,,1,107,6,118
36,Gorkha,2069/2070,39,Barley,,1,108,6,119
36,Gorkha,2070/2071,39,Barley,,1,108,6,119
36,Gorkha,2055/2056,39,Buckwheat,,1,,6,
36,Gorkha,2056/2057,39,Buckwheat,,1,,6,
36,Gorkha,2057/2058,39,Buckwheat,,1,,6,
36,Gorkha,2058/2059,39,Buckwheat,,1,,6,
36,Gorkha,2059/2060,39,Buckwheat,,1,,6,
36,Gorkha,2060/2061,39,Buckwheat,,1,,6,
36,Gorkha,2061/2062,39,Buckwheat,,1,,6,
36,Gorkha,2062/2063,39,Buckwheat,,1,,6,
36,Gorkha,2063/2064,39,Buckwheat,,1,,6,
36,Gorkha,2064/2065,39,Buckwheat,,1,,6,
36,Gorkha,2065/2066,39,Buckwheat,,1,,6,
36,Gorkha,2066/2067,39,Buckwheat,,1,380,6,380
36,Gorkha,2067/2068,39,Buckwheat,,1,390,6,390
36,Gorkha,2068/2069,39,Buckwheat,,1,392,6,395
36,Gorkha,2069/2070,39,Buckwheat,,1,393,6,396
36,Gorkha,2070/2071,39,Buckwheat,,1,393,6,396
36,Gorkha,2055/2056,39,Maize,,1,18590,6,30270
36,Gorkha,2056/2057,39,Maize,,1,18590,6,35135
36,Gorkha,2057/2058,39,Maize,,1,18420,6,38500
36,Gorkha,2058/2059,39,Maize,,1,19090,6,40090
36,Gorkha,2059/2060,39,Maize,,1,19090,6,40090
36,Gorkha,2060/2061,39,Maize,,1,19121,6,40154
36,Gorkha,2061/2062,39,Maize,,1,19314,6,48285
36,Gorkha,2062/2063,39,Maize,,1,19350,6,48375
36,Gorkha,2063/2064,39,Maize,,1,19350,6,49150
36,Gorkha,2064/2065,39,Maize,,1,19350,6,47212
36,Gorkha,2065/2066,39,Maize,,1,19350,6,41602
36,Gorkha,2066/2067,39,Maize,,1,19350,6,43537
36,Gorkha,2067/2068,39,Maize,,1,17028,6,39692
36,Gorkha,2068/2069,39,Maize,,1,19353,6,45471
36,Gorkha,2069/2070,39,Maize,,1,19353,6,45480
36,Gorkha,2070/2071,39,Maize,,1,17033,6,45480
36,Gorkha,2055/2056,39,Millet,,1,13780,6,15960
36,Gorkha,2056/2057,39,Millet,,1,137980,6,15984
36,Gorkha,2057/2058,39,Millet,,1,13780,6,16122
36,Gorkha,2058/2059,39,Millet,,1,13740,6,16350
36,Gorkha,2059/2060,39,Millet,,1,13740,6,16350
36,Gorkha,2060/2061,39,Millet,,1,13740,6,16490
36,Gorkha,2061/2062,39,Millet,,1,13740,6,16490
36,Gorkha,2062/2063,39,Millet,,1,11679,6,13781
36,Gorkha,2063/2064,39,Millet,,1,11670,6,13800
36,Gorkha,2064/2065,39,Millet,,1,11680,6,13821
36,Gorkha,2065/2066,39,Millet,,1,11679,6,12679
36,Gorkha,2066/2067,39,Millet,,1,11605,6,11605
36,Gorkha,2067/2068,39,Millet,,1,11605,6,11605
36,Gorkha,2068/2069,39,Millet,,1,11605,6,13926
36,Gorkha,2069/2070,39,Millet,,1,11605,6,13928
36,Gorkha,2070/2071,39,Millet,,1,11605,6,15929
36,Gorkha,2055/2056,39,Paddy,,1,16073,6,38944
36,Gorkha,2056/2057,39,Paddy,,1,16911,6,43783
36,Gorkha,2057/2058,39,Paddy,,1,17000,6,43495
36,Gorkha,2058/2059,39,Paddy,,1,17000,6,42033
36,Gorkha,2059/2060,39,Paddy,,1,17000,6,42033
36,Gorkha,2060/2061,39,Paddy,,1,17165,6,42449
36,Gorkha,2061/2062,39,Paddy,,1,17555,6,42000
36,Gorkha,2062/2063,39,Paddy,,1,17735,6,44116
36,Gorkha,2063/2064,39,Paddy,,1,17900,6,48100
36,Gorkha,2064/2065,39,Paddy,,1,17900,6,48500
36,Gorkha,2065/2066,39,Paddy,,1,17785,6,43996
36,Gorkha,2066/2067,39,Paddy,,1,17785,6,49276
36,Gorkha,2067/2068,39,Paddy,,1,12085,6,36859
36,Gorkha,2068/2069,39,Paddy,,1,12661,6,37555
36,Gorkha,2069/2070,39,Paddy,,1,12765,6,41250
36,Gorkha,2070/2071,39,Paddy,,1,12192,6,38587
36,Gorkha,2055/2056,39,Wheat,,1,5105,6,6568
36,Gorkha,2056/2057,39,Wheat,,1,4105,6,6661
36,Gorkha,2057/2058,39,Wheat,,1,4105,6,7799
36,Gorkha,2058/2059,39,Wheat,,1,4146,6,8541
36,Gorkha,2059/2060,39,Wheat,,1,4146,6,8541
36,Gorkha,2060/2061,39,Wheat,,1,4121,6,9470
36,Gorkha,2061/2062,39,Wheat,,1,4150,6,9470
36,Gorkha,2062/2063,39,Wheat,,1,4155,6,8725
36,Gorkha,2063/2064,39,Wheat,,1,4155,6,7479
36,Gorkha,2064/2065,39,Wheat,,1,4155,6,6157
36,Gorkha,2065/2066,39,Wheat,,1,4155,6,7230
36,Gorkha,2066/2067,39,Wheat,,1,4120,6,7240
36,Gorkha,2067/2068,39,Wheat,,1,4115,6,7592
36,Gorkha,2068/2069,39,Wheat,,1,3910,6,7234
36,Gorkha,2069/2070,39,Wheat,,1,3900,6,7334
36,Gorkha,2070/2071,39,Wheat,,1,3910,6,7850
37,Lamjung,2055/2056,41,Barley,,1,200,6,185
37,Lamjung,2056/2057,41,Barley,,1,200,6,185
37,Lamjung,2057/2058,41,Barley,,1,25,6,28
37,Lamjung,2058/2059,41,Barley,,1,25,6,28
37,Lamjung,2059/2060,41,Barley,,1,25,6,28
37,Lamjung,2060/2061,41,Barley,,1,28,6,26
37,Lamjung,2061/2062,41,Barley,,1,52,6,45
37,Lamjung,2062/2063,41,Barley,,1,28,6,27
37,Lamjung,2063/2064,41,Barley,,1,28,6,27
37,Lamjung,2064/2065,41,Barley,,1,28,6,25
37,Lamjung,2065/2066,41,Barley,,1,28,6,27
37,Lamjung,2066/2067,41,Barley,,1,28,6,27
37,Lamjung,2067/2068,41,Barley,,1,28,6,28
37,Lamjung,2068/2069,41,Barley,,1,25,6,25
37,Lamjung,2069/2070,41,Barley,,1,28,6,27
37,Lamjung,2070/2071,41,Barley,,1,28,6,27
37,Lamjung,2055/2056,41,Buckwheat,,1,,6,
37,Lamjung,2056/2057,41,Buckwheat,,1,,6,
37,Lamjung,2057/2058,41,Buckwheat,,1,,6,
37,Lamjung,2058/2059,41,Buckwheat,,1,,6,
37,Lamjung,2059/2060,41,Buckwheat,,1,,6,
37,Lamjung,2060/2061,41,Buckwheat,,1,,6,
37,Lamjung,2061/2062,41,Buckwheat,,1,,6,
37,Lamjung,2062/2063,41,Buckwheat,,1,,6,
37,Lamjung,2063/2064,41,Buckwheat,,1,,6,
37,Lamjung,2064/2065,41,Buckwheat,,1,,6,
37,Lamjung,2065/2066,41,Buckwheat,,1,,6,
37,Lamjung,2066/2067,41,Buckwheat,,1,19,6,16
37,Lamjung,2067/2068,41,Buckwheat,,1,19,6,16
37,Lamjung,2068/2069,41,Buckwheat,,1,19,6,17
37,Lamjung,2069/2070,41,Buckwheat,,1,19,6,19
37,Lamjung,2070/2071,41,Buckwheat,,1,15,6,12
37,Lamjung,2055/2056,41,Maize,,1,11835,6,20238
37,Lamjung,2056/2057,41,Maize,,1,11930,6,24015
37,Lamjung,2057/2058,41,Maize,,1,11840,6,20240
37,Lamjung,2058/2059,41,Maize,,1,11840,6,20240
37,Lamjung,2059/2060,41,Maize,,1,11840,6,20240
37,Lamjung,2060/2061,41,Maize,,1,15935,6,38244
37,Lamjung,2061/2062,41,Maize,,1,15935,6,38012
37,Lamjung,2062/2063,41,Maize,,1,15990,6,38277
37,Lamjung,2063/2064,41,Maize,,1,15990,6,38280
37,Lamjung,2064/2065,41,Maize,,1,15990,6,38890
37,Lamjung,2065/2066,41,Maize,,1,15900,6,35775
37,Lamjung,2066/2067,41,Maize,,1,15900,6,39137
37,Lamjung,2067/2068,41,Maize,,1,15900,6,39591
37,Lamjung,2068/2069,41,Maize,,1,15900,6,35654
37,Lamjung,2069/2070,41,Maize,,1,22725,6,52984
37,Lamjung,2070/2071,41,Maize,,1,15975,6,31950
37,Lamjung,2055/2056,41,Millet,,1,9770,6,9770
37,Lamjung,2056/2057,41,Millet,,1,8090,6,7520
37,Lamjung,2057/2058,41,Millet,,1,9770,6,9770
37,Lamjung,2058/2059,41,Millet,,1,8100,6,7776
37,Lamjung,2059/2060,41,Millet,,1,8100,6,7776
37,Lamjung,2060/2061,41,Millet,,1,8120,6,7776
37,Lamjung,2061/2062,41,Millet,,1,7988,6,8010
37,Lamjung,2062/2063,41,Millet,,1,7900,6,7512
37,Lamjung,2063/2064,41,Millet,,1,7900,6,7512
37,Lamjung,2064/2065,41,Millet,,1,7500,6,7500
37,Lamjung,2065/2066,41,Millet,,1,7900,6,8212
37,Lamjung,2066/2067,41,Millet,,1,7919,6,7919
37,Lamjung,2067/2068,41,Millet,,1,7919,6,9898
37,Lamjung,2068/2069,41,Millet,,1,7919,6,9936
37,Lamjung,2069/2070,41,Millet,,1,7919,6,7523
37,Lamjung,2070/2071,41,Millet,,1,7919,6,8523
37,Lamjung,2055/2056,41,Paddy,,1,12100,6,27866
37,Lamjung,2056/2057,41,Paddy,,1,12791,6,27494
37,Lamjung,2057/2058,41,Paddy,,1,12100,6,27800
37,Lamjung,2058/2059,41,Paddy,,1,12100,6,27800
37,Lamjung,2059/2060,41,Paddy,,1,12100,6,27800
37,Lamjung,2060/2061,41,Paddy,,1,16025,6,46473
37,Lamjung,2061/2062,41,Paddy,,1,15530,6,46120
37,Lamjung,2062/2063,41,Paddy,,1,15553,6,32213
37,Lamjung,2063/2064,41,Paddy,,1,16030,6,33342
37,Lamjung,2064/2065,41,Paddy,,1,16030,6,36541
37,Lamjung,2065/2066,41,Paddy,,1,15553,6,25770
37,Lamjung,2066/2067,41,Paddy,,1,16135,6,33884
37,Lamjung,2067/2068,41,Paddy,,1,15553,6,40437
37,Lamjung,2068/2069,41,Paddy,,1,16153,6,42115
37,Lamjung,2069/2070,41,Paddy,,1,16453,6,47115
37,Lamjung,2070/2071,41,Paddy,,1,14930,6,37327
37,Lamjung,2055/2056,41,Wheat,,1,4300,6,8343
37,Lamjung,2056/2057,41,Wheat,,1,4345,6,8250
37,Lamjung,2057/2058,41,Wheat,,1,4085,6,8500
37,Lamjung,2058/2059,41,Wheat,,1,4085,6,8500
37,Lamjung,2059/2060,41,Wheat,,1,4085,6,8500
37,Lamjung,2060/2061,41,Wheat,,1,4000,6,8451
37,Lamjung,2061/2062,41,Wheat,,1,3840,6,7819
37,Lamjung,2062/2063,41,Wheat,,1,3840,6,7740
37,Lamjung,2063/2064,41,Wheat,,1,3840,6,7740
37,Lamjung,2064/2065,41,Wheat,,1,3840,6,6289
37,Lamjung,2065/2066,41,Wheat,,1,3840,6,6889
37,Lamjung,2066/2067,41,Wheat,,1,3740,6,6500
37,Lamjung,2067/2068,41,Wheat,,1,640,6,1375
37,Lamjung,2068/2069,41,Wheat,,1,600,6,1275
37,Lamjung,2069/2070,41,Wheat,,1,500,6,1375
37,Lamjung,2070/2071,41,Wheat,,1,500,6,1450
38,Tanahu,2055/2056,43,Barley,,1,11,6,8
38,Tanahu,2056/2057,43,Barley,,1,12,6,9
38,Tanahu,2057/2058,43,Barley,,1,11,6,8
38,Tanahu,2058/2059,43,Barley,,1,11,6,8
38,Tanahu,2059/2060,43,Barley,,1,11,6,8
38,Tanahu,2060/2061,43,Barley,,1,10,6,8
38,Tanahu,2061/2062,43,Barley,,1,10,6,8
38,Tanahu,2062/2063,43,Barley,,1,7,6,7
38,Tanahu,2063/2064,43,Barley,,1,7,6,7
38,Tanahu,2064/2065,43,Barley,,1,6,6,5
38,Tanahu,2065/2066,43,Barley,,1,6,6,6
38,Tanahu,2066/2067,43,Barley,,1,6,6,5
38,Tanahu,2067/2068,43,Barley,,1,6,6,6
38,Tanahu,2068/2069,43,Barley,,1,6,6,6
38,Tanahu,2069/2070,43,Barley,,1,6,6,6
38,Tanahu,2070/2071,43,Barley,,1,6,6,6
38,Tanahu,2055/2056,43,Buckwheat,,1,,6,
38,Tanahu,2056/2057,43,Buckwheat,,1,,6,
38,Tanahu,2057/2058,43,Buckwheat,,1,,6,
38,Tanahu,2058/2059,43,Buckwheat,,1,,6,
38,Tanahu,2059/2060,43,Buckwheat,,1,,6,
38,Tanahu,2060/2061,43,Buckwheat,,1,,6,
38,Tanahu,2061/2062,43,Buckwheat,,1,,6,
38,Tanahu,2062/2063,43,Buckwheat,,1,,6,
38,Tanahu,2063/2064,43,Buckwheat,,1,,6,
38,Tanahu,2064/2065,43,Buckwheat,,1,,6,
38,Tanahu,2065/2066,43,Buckwheat,,1,,6,
38,Tanahu,2066/2067,43,Buckwheat,,1,192,6,175
38,Tanahu,2067/2068,43,Buckwheat,,1,191,6,184
38,Tanahu,2068/2069,43,Buckwheat,,1,191,6,184
38,Tanahu,2069/2070,43,Buckwheat,,1,191,6,187
38,Tanahu,2070/2071,43,Buckwheat,,1,193,6,187
38,Tanahu,2055/2056,43,Maize,,1,21765,6,47637
38,Tanahu,2056/2057,43,Maize,,1,22000,6,52316
38,Tanahu,2057/2058,43,Maize,,1,21770,6,42435
38,Tanahu,2058/2059,43,Maize,,1,21960,6,46466
38,Tanahu,2059/2060,43,Maize,,1,21960,6,46466
38,Tanahu,2060/2061,43,Maize,,1,21960,6,57096
38,Tanahu,2061/2062,43,Maize,,1,21970,6,58220
38,Tanahu,2062/2063,43,Maize,,1,22755,6,58708
38,Tanahu,2063/2064,43,Maize,,1,22500,6,59880
38,Tanahu,2064/2065,43,Maize,,1,22150,6,59362
38,Tanahu,2065/2066,43,Maize,,1,22150,6,57147
38,Tanahu,2066/2067,43,Maize,,1,26029,6,68425
38,Tanahu,2067/2068,43,Maize,,1,22150,6,63970
38,Tanahu,2068/2069,43,Maize,,1,26045,6,71630
38,Tanahu,2069/2070,43,Maize,,1,26045,6,71630
38,Tanahu,2070/2071,43,Maize,,1,22000,6,64300
38,Tanahu,2055/2056,43,Millet,,1,6420,6,7730
38,Tanahu,2056/2057,43,Millet,,1,6427,6,7809
38,Tanahu,2057/2058,43,Millet,,1,6425,6,7745
38,Tanahu,2058/2059,43,Millet,,1,6550,6,7700
38,Tanahu,2059/2060,43,Millet,,1,6550,6,7700
38,Tanahu,2060/2061,43,Millet,,1,6550,6,8089
38,Tanahu,2061/2062,43,Millet,,1,6600,6,8346
38,Tanahu,2062/2063,43,Millet,,1,6700,6,6180
38,Tanahu,2063/2064,43,Millet,,1,6705,6,6200
38,Tanahu,2064/2065,43,Millet,,1,6710,6,6274
38,Tanahu,2065/2066,43,Millet,,1,6700,6,7289
38,Tanahu,2066/2067,43,Millet,,1,6710,6,6715
38,Tanahu,2067/2068,43,Millet,,1,6710,6,6710
38,Tanahu,2068/2069,43,Millet,,1,6710,6,6710
38,Tanahu,2069/2070,43,Millet,,1,6350,6,5715
38,Tanahu,2070/2071,43,Millet,,1,6360,6,5850
38,Tanahu,2055/2056,43,Paddy,,1,16604,6,46607
38,Tanahu,2056/2057,43,Paddy,,1,16840,6,51918
38,Tanahu,2057/2058,43,Paddy,,1,16850,6,45420
38,Tanahu,2058/2059,43,Paddy,,1,16850,6,45420
38,Tanahu,2059/2060,43,Paddy,,1,16850,6,45420
38,Tanahu,2060/2061,43,Paddy,,1,16713,6,51496
38,Tanahu,2061/2062,43,Paddy,,1,16800,6,46704
38,Tanahu,2062/2063,43,Paddy,,1,16850,6,47450
38,Tanahu,2063/2064,43,Paddy,,1,18950,6,52670
38,Tanahu,2064/2065,43,Paddy,,1,19050,6,55524
38,Tanahu,2065/2066,43,Paddy,,1,18850,6,45552
38,Tanahu,2066/2067,43,Paddy,,1,20850,6,58380
38,Tanahu,2067/2068,43,Paddy,,1,13150,6,43105
38,Tanahu,2068/2069,43,Paddy,,1,14865,6,48168
38,Tanahu,2069/2070,43,Paddy,,1,16415,6,58604
38,Tanahu,2070/2071,43,Paddy,,1,12540,6,45144
38,Tanahu,2055/2056,43,Wheat,,1,2650,6,4839
38,Tanahu,2056/2057,43,Wheat,,1,2560,6,5248
38,Tanahu,2057/2058,43,Wheat,,1,2495,6,5526
38,Tanahu,2058/2059,43,Wheat,,1,2495,6,5520
38,Tanahu,2059/2060,43,Wheat,,1,2495,6,5520
38,Tanahu,2060/2061,43,Wheat,,1,2300,6,4870
38,Tanahu,2061/2062,43,Wheat,,1,2200,6,3850
38,Tanahu,2062/2063,43,Wheat,,1,2250,6,3990
38,Tanahu,2063/2064,43,Wheat,,1,2250,6,3990
38,Tanahu,2064/2065,43,Wheat,,1,1900,6,3200
38,Tanahu,2065/2066,43,Wheat,,1,1905,6,3429
38,Tanahu,2066/2067,43,Wheat,,1,1905,6,3435
38,Tanahu,2067/2068,43,Wheat,,1,1900,6,3626
38,Tanahu,2068/2069,43,Wheat,,1,1905,6,3662
38,Tanahu,2069/2070,43,Wheat,,1,1900,6,3705
38,Tanahu,2070/2071,43,Wheat,,1,1890,6,3760
39,Syangja,2055/2056,42,Barley,,1,90,6,90
39,Syangja,2056/2057,42,Barley,,1,90,6,90
39,Syangja,2057/2058,42,Barley,,1,90,6,90
39,Syangja,2058/2059,42,Barley,,1,400,6,360
39,Syangja,2059/2060,42,Barley,,1,400,6,360
39,Syangja,2060/2061,42,Barley,,1,400,6,360
39,Syangja,2061/2062,42,Barley,,1,400,6,310
39,Syangja,2062/2063,42,Barley,,1,200,6,140
39,Syangja,2063/2064,42,Barley,,1,200,6,110
39,Syangja,2064/2065,42,Barley,,1,200,6,110
39,Syangja,2065/2066,42,Barley,,1,200,6,120
39,Syangja,2066/2067,42,Barley,,1,200,6,120
39,Syangja,2067/2068,42,Barley,,1,9,6,8
39,Syangja,2068/2069,42,Barley,,1,9,6,9
39,Syangja,2069/2070,42,Barley,,1,6,6,5
39,Syangja,2070/2071,42,Barley,,1,6,6,7
39,Syangja,2055/2056,42,Buckwheat,,1,,6,
39,Syangja,2056/2057,42,Buckwheat,,1,,6,
39,Syangja,2057/2058,42,Buckwheat,,1,,6,
39,Syangja,2058/2059,42,Buckwheat,,1,,6,
39,Syangja,2059/2060,42,Buckwheat,,1,,6,
39,Syangja,2060/2061,42,Buckwheat,,1,,6,
39,Syangja,2061/2062,42,Buckwheat,,1,,6,
39,Syangja,2062/2063,42,Buckwheat,,1,,6,
39,Syangja,2063/2064,42,Buckwheat,,1,,6,
39,Syangja,2064/2065,42,Buckwheat,,1,,6,
39,Syangja,2065/2066,42,Buckwheat,,1,,6,
39,Syangja,2066/2067,42,Buckwheat,,1,205,6,113
39,Syangja,2067/2068,42,Buckwheat,,1,205,6,130
39,Syangja,2068/2069,42,Buckwheat,,1,215,6,140
39,Syangja,2069/2070,42,Buckwheat,,1,230,6,172
39,Syangja,2070/2071,42,Buckwheat,,1,230,6,172
39,Syangja,2055/2056,42,Maize,,1,28600,6,44100
39,Syangja,2056/2057,42,Maize,,1,28800,6,57600
39,Syangja,2057/2058,42,Maize,,1,28800,6,64680
39,Syangja,2058/2059,42,Maize,,1,28800,6,65000
39,Syangja,2059/2060,42,Maize,,1,28800,6,65000
39,Syangja,2060/2061,42,Maize,,1,30800,6,80080
39,Syangja,2061/2062,42,Maize,,1,30800,6,80080
39,Syangja,2062/2063,42,Maize,,1,30800,6,81774
39,Syangja,2063/2064,42,Maize,,1,30800,6,86725
39,Syangja,2064/2065,42,Maize,,1,30800,6,88300
39,Syangja,2065/2066,42,Maize,,1,30800,6,88300
39,Syangja,2066/2067,42,Maize,,1,30900,6,97028
39,Syangja,2067/2068,42,Maize,,1,26500,6,92750
39,Syangja,2068/2069,42,Maize,,1,30905,6,92675
39,Syangja,2069/2070,42,Maize,,1,30905,6,81377
39,Syangja,2070/2071,42,Maize,,1,26500,6,79572
39,Syangja,2055/2056,42,Millet,,1,15565,6,15500
39,Syangja,2056/2057,42,Millet,,1,17500,6,21000
39,Syangja,2057/2058,42,Millet,,1,17500,6,21078
39,Syangja,2058/2059,42,Millet,,1,18000,6,21000
39,Syangja,2059/2060,42,Millet,,1,18000,6,21000
39,Syangja,2060/2061,42,Millet,,1,17000,6,20400
39,Syangja,2061/2062,42,Millet,,1,17000,6,20400
39,Syangja,2062/2063,42,Millet,,1,16800,6,20160
39,Syangja,2063/2064,42,Millet,,1,16800,6,20320
39,Syangja,2064/2065,42,Millet,,1,16800,6,19341
39,Syangja,2065/2066,42,Millet,,1,16800,6,19341
39,Syangja,2066/2067,42,Millet,,1,16805,6,19325
39,Syangja,2067/2068,42,Millet,,1,16805,6,19325
39,Syangja,2068/2069,42,Millet,,1,16805,6,19326
39,Syangja,2069/2070,42,Millet,,1,16805,6,18815
39,Syangja,2070/2071,42,Millet,,1,16505,6,19350
39,Syangja,2055/2056,42,Paddy,,1,14300,6,31460
39,Syangja,2056/2057,42,Paddy,,1,14570,6,43171
39,Syangja,2057/2058,42,Paddy,,1,15170,6,41500
39,Syangja,2058/2059,42,Paddy,,1,15170,6,41520
39,Syangja,2059/2060,42,Paddy,,1,15170,6,41520
39,Syangja,2060/2061,42,Paddy,,1,16228,6,47061
39,Syangja,2061/2062,42,Paddy,,1,16228,6,47061
39,Syangja,2062/2063,42,Paddy,,1,16258,6,42661
39,Syangja,2063/2064,42,Paddy,,1,17500,6,47990
39,Syangja,2064/2065,42,Paddy,,1,17550,6,51589
39,Syangja,2065/2066,42,Paddy,,1,17550,6,51589
39,Syangja,2066/2067,42,Paddy,,1,19455,6,58240
39,Syangja,2067/2068,42,Paddy,,1,17000,6,58130
39,Syangja,2068/2069,42,Paddy,,1,17030,6,60829
39,Syangja,2069/2070,42,Paddy,,1,18030,6,63662
39,Syangja,2070/2071,42,Paddy,,1,16800,6,60137
39,Syangja,2055/2056,42,Wheat,,1,7000,6,11900
39,Syangja,2056/2057,42,Wheat,,1,7550,6,15480
39,Syangja,2057/2058,42,Wheat,,1,7550,6,15480
39,Syangja,2058/2059,42,Wheat,,1,7500,6,18375
39,Syangja,2059/2060,42,Wheat,,1,7500,6,18375
39,Syangja,2060/2061,42,Wheat,,1,7600,6,18375
39,Syangja,2061/2062,42,Wheat,,1,7510,6,18232
39,Syangja,2062/2063,42,Wheat,,1,7600,6,17850
39,Syangja,2063/2064,42,Wheat,,1,7600,6,15200
39,Syangja,2064/2065,42,Wheat,,1,7450,6,11920
39,Syangja,2065/2066,42,Wheat,,1,6430,6,12860
39,Syangja,2066/2067,42,Wheat,,1,6500,6,13200
39,Syangja,2067/2068,42,Wheat,,1,5800,6,12150
39,Syangja,2068/2069,42,Wheat,,1,5800,6,11150
39,Syangja,2069/2070,42,Wheat,,1,5798,6,10150
39,Syangja,2070/2071,42,Wheat,,1,5600,6,12174
40,Kaski,2055/2056,40,Barley,,1,201,6,220
40,Kaski,2056/2057,40,Barley,,1,201,6,220
40,Kaski,2057/2058,40,Barley,,1,157,6,173
40,Kaski,2058/2059,40,Barley,,1,1557,6,170
40,Kaski,2059/2060,40,Barley,,1,157,6,170
40,Kaski,2060/2061,40,Barley,,1,191,6,225
40,Kaski,2061/2062,40,Barley,,1,194,6,250
40,Kaski,2062/2063,40,Barley,,1,194,6,180
40,Kaski,2063/2064,40,Barley,,1,166,6,148
40,Kaski,2064/2065,40,Barley,,1,160,6,150
40,Kaski,2065/2066,40,Barley,,1,137,6,115
40,Kaski,2066/2067,40,Barley,,1,129,6,109
40,Kaski,2067/2068,40,Barley,,1,138,6,121
40,Kaski,2068/2069,40,Barley,,1,131,6,113
40,Kaski,2069/2070,40,Barley,,1,130,6,110
40,Kaski,2070/2071,40,Barley,,1,130,6,140
40,Kaski,2055/2056,40,Buckwheat,,1,,6,
40,Kaski,2056/2057,40,Buckwheat,,1,,6,
40,Kaski,2057/2058,40,Buckwheat,,1,,6,
40,Kaski,2058/2059,40,Buckwheat,,1,,6,
40,Kaski,2059/2060,40,Buckwheat,,1,,6,
40,Kaski,2060/2061,40,Buckwheat,,1,,6,
40,Kaski,2061/2062,40,Buckwheat,,1,,6,
40,Kaski,2062/2063,40,Buckwheat,,1,,6,
40,Kaski,2063/2064,40,Buckwheat,,1,,6,
40,Kaski,2064/2065,40,Buckwheat,,1,,6,
40,Kaski,2065/2066,40,Buckwheat,,1,,6,
40,Kaski,2066/2067,40,Buckwheat,,1,18,6,14
