dcode,dname,fiscalYear,userId,cropname,cropcode,areaunit,area,productionunit,production
19,Sarlahi,2056/2057,82,Paddy,,1,44215,6,123925
19,Sarlahi,2057/2058,82,Paddy,,1,42831,6,106649
19,Sarlahi,2058/2059,82,Paddy,,1,42831,6,114747
19,Sarlahi,2059/2060,82,Paddy,,1,42831,6,114747
19,Sarlahi,2060/2061,82,Paddy,,1,37821,6,97196
19,Sarlahi,2061/2062,82,Paddy,,1,40974,6,95417
19,Sarlahi,2062/2063,82,Paddy,,1,37156,6,84716
19,Sarlahi,2063/2064,82,Paddy,,1,38750,6,90000
19,Sarlahi,2064/2065,82,Paddy,,1,38750,6,96480
19,Sarlahi,2065/2066,82,Paddy,,1,38405,6,95355
19,Sarlahi,2066/2067,82,Paddy,,1,39350,6,111360
19,Sarlahi,2067/2068,82,Paddy,,1,39352,6,143635
19,Sarlahi,2068/2069,82,Paddy,,1,38400,6,92905
19,Sarlahi,2069/2070,82,Paddy,,1,45500,6,112985
19,Sarlahi,2070/2071,82,Paddy,,1,45500,6,127400
19,Sarlahi,2055/2056,82,Wheat,,1,23520,6,42336
19,Sarlahi,2056/2057,82,Wheat,,1,24520,6,46580
19,Sarlahi,2057/2058,82,Wheat,,1,25229,6,50458
19,Sarlahi,2058/2059,82,Wheat,,1,25250,6,55550
19,Sarlahi,2059/2060,82,Wheat,,1,25250,6,55550
19,Sarlahi,2060/2061,82,Wheat,,1,25250,6,55000
19,Sarlahi,2061/2062,82,Wheat,,1,25700,6,53900
19,Sarlahi,2062/2063,82,Wheat,,1,27395,6,62735
19,Sarlahi,2063/2064,82,Wheat,,1,27395,6,62735
19,Sarlahi,2064/2065,82,Wheat,,1,27100,6,55834
19,Sarlahi,2065/2066,82,Wheat,,1,28000,6,56000
19,Sarlahi,2066/2067,82,Wheat,,1,28000,6,56000
19,Sarlahi,2067/2068,82,Wheat,,1,28000,6,67200
19,Sarlahi,2068/2069,82,Wheat,,1,26500,6,65750
19,Sarlahi,2069/2070,82,Wheat,,1,22500,6,63750
19,Sarlahi,2070/2071,82,Wheat,,1,25700,6,65250
20,Sindhuli,2055/2056,9,Barley,,1,210,6,210
20,Sindhuli,2056/2057,9,Barley,,1,210,6,210
20,Sindhuli,2057/2058,9,Barley,,1,85,6,100
20,Sindhuli,2058/2059,9,Barley,,1,85,6,100
20,Sindhuli,2059/2060,9,Barley,,1,85,6,100
20,Sindhuli,2060/2061,9,Barley,,1,85,6,100
20,Sindhuli,2061/2062,9,Barley,,1,85,6,100
20,Sindhuli,2062/2063,9,Barley,,1,45,6,55
20,Sindhuli,2063/2064,9,Barley,,1,45,6,55
20,Sindhuli,2064/2065,9,Barley,,1,45,6,45
20,Sindhuli,2065/2066,9,Barley,,1,45,6,45
20,Sindhuli,2066/2067,9,Barley,,1,56,6,90
20,Sindhuli,2067/2068,9,Barley,,1,56,6,65
20,Sindhuli,2068/2069,9,Barley,,1,52,6,78
20,Sindhuli,2069/2070,9,Barley,,1,50,6,75
20,Sindhuli,2070/2071,9,Barley,,1,55,6,90
20,Sindhuli,2055/2056,9,Buckwheat,,1,,6,
20,Sindhuli,2056/2057,9,Buckwheat,,1,,6,
20,Sindhuli,2057/2058,9,Buckwheat,,1,,6,
20,Sindhuli,2058/2059,9,Buckwheat,,1,,6,
20,Sindhuli,2059/2060,9,Buckwheat,,1,,6,
20,Sindhuli,2060/2061,9,Buckwheat,,1,,6,
20,Sindhuli,2061/2062,9,Buckwheat,,1,,6,
20,Sindhuli,2062/2063,9,Buckwheat,,1,,6,
20,Sindhuli,2063/2064,9,Buckwheat,,1,,6,
20,Sindhuli,2064/2065,9,Buckwheat,,1,,6,
20,Sindhuli,2065/2066,9,Buckwheat,,1,,6,
20,Sindhuli,2066/2067,9,Buckwheat,,1,525,6,260
20,Sindhuli,2067/2068,9,Buckwheat,,1,535,6,268
20,Sindhuli,2068/2069,9,Buckwheat,,1,532,6,269
20,Sindhuli,2069/2070,9,Buckwheat,,1,532,6,272
20,Sindhuli,2070/2071,9,Buckwheat,,1,530,6,570
20,Sindhuli,2055/2056,9,Maize,,1,15342,6,30337
20,Sindhuli,2056/2057,9,Maize,,1,15342,6,31006
20,Sindhuli,2057/2058,9,Maize,,1,14887,6,32007
20,Sindhuli,2058/2059,9,Maize,,1,14887,6,32007
20,Sindhuli,2059/2060,9,Maize,,1,14887,6,32007
20,Sindhuli,2060/2061,9,Maize,,1,15102,6,35308
20,Sindhuli,2061/2062,9,Maize,,1,15400,6,36030
20,Sindhuli,2062/2063,9,Maize,,1,16500,6,38693
20,Sindhuli,2063/2064,9,Maize,,1,16500,6,38693
20,Sindhuli,2064/2065,9,Maize,,1,16500,6,38693
20,Sindhuli,2065/2066,9,Maize,,1,16500,6,31503
20,Sindhuli,2066/2067,9,Maize,,1,18535,6,39423
20,Sindhuli,2067/2068,9,Maize,,1,15450,6,40170
20,Sindhuli,2068/2069,9,Maize,,1,18510,6,44410
20,Sindhuli,2069/2070,9,Maize,,1,23642,6,59577
20,Sindhuli,2070/2071,9,Maize,,1,23620,6,58500
20,Sindhuli,2055/2056,9,Millet,,1,10723,6,11795
20,Sindhuli,2056/2057,9,Millet,,1,10723,6,12651
20,Sindhuli,2057/2058,9,Millet,,1,10880,6,10880
20,Sindhuli,2058/2059,9,Millet,,1,10880,6,10880
20,Sindhuli,2059/2060,9,Millet,,1,10880,6,10880
20,Sindhuli,2060/2061,9,Millet,,1,9045,6,9654
20,Sindhuli,2061/2062,9,Millet,,1,9910,6,9819
20,Sindhuli,2062/2063,9,Millet,,1,10775,6,11153
20,Sindhuli,2063/2064,9,Millet,,1,10775,6,11153
20,Sindhuli,2064/2065,9,Millet,,1,10775,6,11153
20,Sindhuli,2065/2066,9,Millet,,1,10775,6,10600
20,Sindhuli,2066/2067,9,Millet,,1,10551,6,10560
20,Sindhuli,2067/2068,9,Millet,,1,11610,6,10449
20,Sindhuli,2068/2069,9,Millet,,1,11635,6,9196
20,Sindhuli,2069/2070,9,Millet,,1,11618,6,9526
20,Sindhuli,2070/2071,9,Millet,,1,11800,6,9350
20,Sindhuli,2055/2056,9,Paddy,,1,5936,6,14638
20,Sindhuli,2056/2057,9,Paddy,,1,5964,6,14225
20,Sindhuli,2057/2058,9,Paddy,,1,6400,6,16000
20,Sindhuli,2058/2059,9,Paddy,,1,6400,6,16000
20,Sindhuli,2059/2060,9,Paddy,,1,6400,6,16000
20,Sindhuli,2060/2061,9,Paddy,,1,6540,6,16252
20,Sindhuli,2061/2062,9,Paddy,,1,6565,6,14443
20,Sindhuli,2062/2063,9,Paddy,,1,6065,6,11143
20,Sindhuli,2063/2064,9,Paddy,,1,6065,6,11143
20,Sindhuli,2064/2065,9,Paddy,,1,6065,6,11143
20,Sindhuli,2065/2066,9,Paddy,,1,6265,6,13100
20,Sindhuli,2066/2067,9,Paddy,,1,8265,6,19010
20,Sindhuli,2067/2068,9,Paddy,,1,10265,6,32848
20,Sindhuli,2068/2069,9,Paddy,,1,11265,6,34910
20,Sindhuli,2069/2070,9,Paddy,,1,14200,6,46860
20,Sindhuli,2070/2071,9,Paddy,,1,13000,6,41600
20,Sindhuli,2055/2056,9,Wheat,,1,5750,6,10350
20,Sindhuli,2056/2057,9,Wheat,,1,5700,6,10255
20,Sindhuli,2057/2058,9,Wheat,,1,5700,6,11250
20,Sindhuli,2058/2059,9,Wheat,,1,5700,6,11250
20,Sindhuli,2059/2060,9,Wheat,,1,5700,6,11250
20,Sindhuli,2060/2061,9,Wheat,,1,5575,6,11050
20,Sindhuli,2061/2062,9,Wheat,,1,5580,6,13671
20,Sindhuli,2062/2063,9,Wheat,,1,5580,6,10930
20,Sindhuli,2063/2064,9,Wheat,,1,5580,6,10930
20,Sindhuli,2064/2065,9,Wheat,,1,5500,6,8930
20,Sindhuli,2065/2066,9,Wheat,,1,5500,6,8930
20,Sindhuli,2066/2067,9,Wheat,,1,5600,6,13730
20,Sindhuli,2067/2068,9,Wheat,,1,5550,6,13700
20,Sindhuli,2068/2069,9,Wheat,,1,5620,6,14230
20,Sindhuli,2069/2070,9,Wheat,,1,5600,6,14100
20,Sindhuli,2070/2071,9,Wheat,,1,5681,6,15310
21,Ramechhap,2055/2056,89,Barley,,1,210,6,206
21,Ramechhap,2056/2057,89,Barley,,1,200,6,196
21,Ramechhap,2057/2058,89,Barley,,1,115,6,120
21,Ramechhap,2058/2059,89,Barley,,1,115,6,120
21,Ramechhap,2059/2060,89,Barley,,1,115,6,120
21,Ramechhap,2060/2061,89,Barley,,1,86,6,101
21,Ramechhap,2061/2062,89,Barley,,1,95,6,107
21,Ramechhap,2062/2063,89,Barley,,1,175,6,197
21,Ramechhap,2063/2064,89,Barley,,1,175,6,197
21,Ramechhap,2064/2065,89,Barley,,1,100,6,79
21,Ramechhap,2065/2066,89,Barley,,1,100,6,79
21,Ramechhap,2066/2067,89,Barley,,1,100,6,81
21,Ramechhap,2067/2068,89,Barley,,1,170,6,110
21,Ramechhap,2068/2069,89,Barley,,1,175,6,142
21,Ramechhap,2069/2070,89,Barley,,1,173,6,190
21,Ramechhap,2070/2071,89,Barley,,1,80,6,68
21,Ramechhap,2055/2056,89,Buckwheat,,1,,6,
21,Ramechhap,2056/2057,89,Buckwheat,,1,,6,
21,Ramechhap,2057/2058,89,Buckwheat,,1,,6,
21,Ramechhap,2058/2059,89,Buckwheat,,1,,6,
21,Ramechhap,2059/2060,89,Buckwheat,,1,,6,
21,Ramechhap,2060/2061,89,Buckwheat,,1,,6,
21,Ramechhap,2061/2062,89,Buckwheat,,1,,6,
21,Ramechhap,2062/2063,89,Buckwheat,,1,,6,
21,Ramechhap,2063/2064,89,Buckwheat,,1,,6,
21,Ramechhap,2064/2065,89,Buckwheat,,1,,6,
21,Ramechhap,2065/2066,89,Buckwheat,,1,,6,
21,Ramechhap,2066/2067,89,Buckwheat,,1,19,6,19
21,Ramechhap,2067/2068,89,Buckwheat,,1,19,6,19
21,Ramechhap,2068/2069,89,Buckwheat,,1,20,6,20
21,Ramechhap,2069/2070,89,Buckwheat,,1,19,6,19
21,Ramechhap,2070/2071,89,Buckwheat,,1,19,6,19
21,Ramechhap,2055/2056,89,Maize,,1,14980,6,29960
21,Ramechhap,2056/2057,89,Maize,,1,14500,6,30015
21,Ramechhap,2057/2058,89,Maize,,1,15100,6,32090
21,Ramechhap,2058/2059,89,Maize,,1,15100,6,32090
21,Ramechhap,2059/2060,89,Maize,,1,15100,6,32090
21,Ramechhap,2060/2061,89,Maize,,1,20005,6,46112
21,Ramechhap,2061/2062,89,Maize,,1,21502,6,40805
21,Ramechhap,2062/2063,89,Maize,,1,23008,6,46016
21,Ramechhap,2063/2064,89,Maize,,1,23008,6,46016
21,Ramechhap,2064/2065,89,Maize,,1,23008,6,46016
21,Ramechhap,2065/2066,89,Maize,,1,23008,6,46016
21,Ramechhap,2066/2067,89,Maize,,1,18041,6,36800
21,Ramechhap,2067/2068,89,Maize,,1,20041,6,50102
21,Ramechhap,2068/2069,89,Maize,,1,21398,6,51355
21,Ramechhap,2069/2070,89,Maize,,1,21480,6,57352
21,Ramechhap,2070/2071,89,Maize,,1,21398,6,53922
21,Ramechhap,2055/2056,89,Millet,,1,5052,6,5000
21,Ramechhap,2056/2057,89,Millet,,1,5052,6,5562
21,Ramechhap,2057/2058,89,Millet,,1,5002,6,5000
21,Ramechhap,2058/2059,89,Millet,,1,5050,6,6110
21,Ramechhap,2059/2060,89,Millet,,1,5050,6,6110
21,Ramechhap,2060/2061,89,Millet,,1,5052,6,5961
21,Ramechhap,2061/2062,89,Millet,,1,5057,6,5309
21,Ramechhap,2062/2063,89,Millet,,1,5057,6,6068
21,Ramechhap,2063/2064,89,Millet,,1,5057,6,6068
21,Ramechhap,2064/2065,89,Millet,,1,5057,6,6068
21,Ramechhap,2065/2066,89,Millet,,1,5087,6,6068
21,Ramechhap,2066/2067,89,Millet,,1,5060,6,5051
21,Ramechhap,2067/2068,89,Millet,,1,5057,6,6068
21,Ramechhap,2068/2069,89,Millet,,1,5060,6,4425
21,Ramechhap,2069/2070,89,Millet,,1,5060,6,4402
21,Ramechhap,2070/2071,89,Millet,,1,5060,6,4550
21,Ramechhap,2055/2056,89,Paddy,,1,6700,6,12892
21,Ramechhap,2056/2057,89,Paddy,,1,6830,6,14543
21,Ramechhap,2057/2058,89,Paddy,,1,7872,6,17010
21,Ramechhap,2058/2059,89,Paddy,,1,7872,6,17010
21,Ramechhap,2059/2060,89,Paddy,,1,7872,6,17010
21,Ramechhap,2060/2061,89,Paddy,,1,8673,6,18742
21,Ramechhap,2061/2062,89,Paddy,,1,8643,6,14000
21,Ramechhap,2062/2063,89,Paddy,,1,8743,6,15757
21,Ramechhap,2063/2064,89,Paddy,,1,8743,6,15757
21,Ramechhap,2064/2065,89,Paddy,,1,8743,6,15757
21,Ramechhap,2065/2066,89,Paddy,,1,8743,6,15757
21,Ramechhap,2066/2067,89,Paddy,,1,9460,6,25049
21,Ramechhap,2067/2068,89,Paddy,,1,9408,6,30199
21,Ramechhap,2068/2069,89,Paddy,,1,9408,6,26530
21,Ramechhap,2069/2070,89,Paddy,,1,9508,6,25862
21,Ramechhap,2070/2071,89,Paddy,,1,9408,6,26164
21,Ramechhap,2055/2056,89,Wheat,,1,3090,6,5430
21,Ramechhap,2056/2057,89,Wheat,,1,3792,6,5688
21,Ramechhap,2057/2058,89,Wheat,,1,3790,6,6650
21,Ramechhap,2058/2059,89,Wheat,,1,3790,6,6650
21,Ramechhap,2059/2060,89,Wheat,,1,3790,6,6650
21,Ramechhap,2060/2061,89,Wheat,,1,4598,6,9515
21,Ramechhap,2061/2062,89,Wheat,,1,4798,6,10555
21,Ramechhap,2062/2063,89,Wheat,,1,4803,6,9080
21,Ramechhap,2063/2064,89,Wheat,,1,4803,6,9080
21,Ramechhap,2064/2065,89,Wheat,,1,4803,6,7060
21,Ramechhap,2065/2066,89,Wheat,,1,4803,6,7060
21,Ramechhap,2066/2067,89,Wheat,,1,4820,6,9013
21,Ramechhap,2067/2068,89,Wheat,,1,4458,6,8292
21,Ramechhap,2068/2069,89,Wheat,,1,4470,6,8180
21,Ramechhap,2069/2070,89,Wheat,,1,4460,6,8716
21,Ramechhap,2070/2071,89,Wheat,,1,4750,6,9120
22,Dolakha,2055/2056,78,Barley,,1,232,6,190
22,Dolakha,2056/2057,78,Barley,,1,232,6,190
22,Dolakha,2057/2058,78,Barley,,1,230,6,322
22,Dolakha,2058/2059,78,Barley,,1,230,6,333
22,Dolakha,2059/2060,78,Barley,,1,230,6,333
22,Dolakha,2060/2061,78,Barley,,1,231,6,231
22,Dolakha,2061/2062,78,Barley,,1,231,6,230
22,Dolakha,2062/2063,78,Barley,,1,231,6,230
22,Dolakha,2063/2064,78,Barley,,1,231,6,230
22,Dolakha,2064/2065,78,Barley,,1,231,6,230
22,Dolakha,2065/2066,78,Barley,,1,231,6,230
22,Dolakha,2066/2067,78,Barley,,1,231,6,230
22,Dolakha,2067/2068,78,Barley,,1,219,6,230
22,Dolakha,2068/2069,78,Barley,,1,200,6,210
22,Dolakha,2069/2070,78,Barley,,1,175,6,180
22,Dolakha,2070/2071,78,Barley,,1,170,6,175
22,Dolakha,2055/2056,78,Buckwheat,,1,,6,
22,Dolakha,2056/2057,78,Buckwheat,,1,,6,
22,Dolakha,2057/2058,78,Buckwheat,,1,,6,
22,Dolakha,2058/2059,78,Buckwheat,,1,,6,
22,Dolakha,2059/2060,78,Buckwheat,,1,,6,
22,Dolakha,2060/2061,78,Buckwheat,,1,,6,
22,Dolakha,2061/2062,78,Buckwheat,,1,,6,
22,Dolakha,2062/2063,78,Buckwheat,,1,,6,
22,Dolakha,2063/2064,78,Buckwheat,,1,,6,
22,Dolakha,2064/2065,78,Buckwheat,,1,,6,
22,Dolakha,2065/2066,78,Buckwheat,,1,,6,
22,Dolakha,2066/2067,78,Buckwheat,,1,,6,
22,Dolakha,2067/2068,78,Buckwheat,,1,445,6,401
22,Dolakha,2068/2069,78,Buckwheat,,1,450,6,401
22,Dolakha,2069/2070,78,Buckwheat,,1,430,6,390
22,Dolakha,2070/2071,78,Buckwheat,,1,435,6,400
22,Dolakha,2055/2056,78,Maize,,1,5356,6,9085
22,Dolakha,2056/2057,78,Maize,,1,5350,6,9095
22,Dolakha,2057/2058,78,Maize,,1,5360,6,10649
22,Dolakha,2058/2059,78,Maize,,1,5360,6,9648
22,Dolakha,2059/2060,78,Maize,,1,5360,6,9648
22,Dolakha,2060/2061,78,Maize,,1,5370,6,9934
22,Dolakha,2061/2062,78,Maize,,1,5372,6,9950
22,Dolakha,2062/2063,78,Maize,,1,5390,6,10800
22,Dolakha,2063/2064,78,Maize,,1,5390,6,10800
22,Dolakha,2064/2065,78,Maize,,1,5390,6,10800
22,Dolakha,2065/2066,78,Maize,,1,5387,6,12336
22,Dolakha,2066/2067,78,Maize,,1,5387,6,12336
22,Dolakha,2067/2068,78,Maize,,1,8454,6,21135
22,Dolakha,2068/2069,78,Maize,,1,5009,6,10485
22,Dolakha,2069/2070,78,Maize,,1,5450,6,11718
22,Dolakha,2070/2071,78,Maize,,1,5700,6,12825
22,Dolakha,2055/2056,78,Millet,,1,3590,6,4150
22,Dolakha,2056/2057,78,Millet,,1,3590,6,4154
22,Dolakha,2057/2058,78,Millet,,1,3590,6,3914
22,Dolakha,2058/2059,78,Millet,,1,3590,6,3914
22,Dolakha,2059/2060,78,Millet,,1,3590,6,3914
22,Dolakha,2060/2061,78,Millet,,1,3585,6,3944
22,Dolakha,2061/2062,78,Millet,,1,3585,6,3550
22,Dolakha,2062/2063,78,Millet,,1,3575,6,3540
22,Dolakha,2063/2064,78,Millet,,1,3575,6,3540
22,Dolakha,2064/2065,78,Millet,,1,3575,6,3580
22,Dolakha,2065/2066,78,Millet,,1,3555,6,4159
22,Dolakha,2066/2067,78,Millet,,1,3555,6,4094
22,Dolakha,2067/2068,78,Millet,,1,3562,6,4630
22,Dolakha,2068/2069,78,Millet,,1,3568,6,4200
22,Dolakha,2069/2070,78,Millet,,1,3600,6,4250
22,Dolakha,2070/2071,78,Millet,,1,3600,6,4250
22,Dolakha,2055/2056,78,Paddy,,1,2670,6,6621
22,Dolakha,2056/2057,78,Paddy,,1,3100,6,7750
22,Dolakha,2057/2058,78,Paddy,,1,3110,6,7464
22,Dolakha,2058/2059,78,Paddy,,1,3110,6,7464
22,Dolakha,2059/2060,78,Paddy,,1,3110,6,7464
22,Dolakha,2060/2061,78,Paddy,,1,3113,6,7938
22,Dolakha,2061/2062,78,Paddy,,1,3115,6,7235
22,Dolakha,2062/2063,78,Paddy,,1,3125,6,6318
22,Dolakha,2063/2064,78,Paddy,,1,3125,6,6318
22,Dolakha,2064/2065,78,Paddy,,1,3125,6,6318
22,Dolakha,2065/2066,78,Paddy,,1,3133,6,6250
22,Dolakha,2066/2067,78,Paddy,,1,3133,6,6304
22,Dolakha,2067/2068,78,Paddy,,1,3135,6,9248
22,Dolakha,2068/2069,78,Paddy,,1,3150,6,5625
22,Dolakha,2069/2070,78,Paddy,,1,3175,6,5874
22,Dolakha,2070/2071,78,Paddy,,1,3180,6,6996
22,Dolakha,2055/2056,78,Wheat,,1,4600,6,4805
22,Dolakha,2056/2057,78,Wheat,,1,4600,6,7805
22,Dolakha,2057/2058,78,Wheat,,1,4603,6,8285
22,Dolakha,2058/2059,78,Wheat,,1,4605,6,8288
22,Dolakha,2059/2060,78,Wheat,,1,4605,6,8288
22,Dolakha,2060/2061,78,Wheat,,1,4603,6,7825
22,Dolakha,2061/2062,78,Wheat,,1,4603,6,7825
22,Dolakha,2062/2063,78,Wheat,,1,4603,6,7500
22,Dolakha,2063/2064,78,Wheat,,1,4603,6,7500
22,Dolakha,2064/2065,78,Wheat,,1,4400,6,5105
22,Dolakha,2065/2066,78,Wheat,,1,4400,6,5105
22,Dolakha,2066/2067,78,Wheat,,1,4400,6,5105
22,Dolakha,2067/2068,78,Wheat,,1,4398,6,4837
22,Dolakha,2068/2069,78,Wheat,,1,4650,6,6278
22,Dolakha,2069/2070,78,Wheat,,1,4650,6,6280
22,Dolakha,2070/2071,78,Wheat,,1,4700,6,7050
23,Sindhupalchok,2055/2056,88,Barley,,1,625,6,845
23,Sindhupalchok,2056/2057,88,Barley,,1,50,6,65
23,Sindhupalchok,2057/2058,88,Barley,,1,417,6,567
23,Sindhupalchok,2058/2059,88,Barley,,1,417,6,567
23,Sindhupalchok,2059/2060,88,Barley,,1,417,6,567
23,Sindhupalchok,2060/2061,88,Barley,,1,,6,
23,Sindhupalchok,2061/2062,88,Barley,,1,,6,
23,Sindhupalchok,2062/2063,88,Barley,,1,,6,
23,Sindhupalchok,2063/2064,88,Barley,,1,,6,
23,Sindhupalchok,2064/2065,88,Barley,,1,,6,
23,Sindhupalchok,2065/2066,88,Barley,,1,,6,
23,Sindhupalchok,2066/2067,88,Barley,,1,220,6,242
23,Sindhupalchok,2067/2068,88,Barley,,1,210,6,210
23,Sindhupalchok,2068/2069,88,Barley,,1,205,6,205
23,Sindhupalchok,2069/2070,88,Barley,,1,200,6,200
23,Sindhupalchok,2070/2071,88,Barley,,1,205,6,205
23,Sindhupalchok,2055/2056,88,Buckwheat,,1,,6,
23,Sindhupalchok,2056/2057,88,Buckwheat,,1,,6,
23,Sindhupalchok,2057/2058,88,Buckwheat,,1,,6,
23,Sindhupalchok,2058/2059,88,Buckwheat,,1,,6,
23,Sindhupalchok,2059/2060,88,Buckwheat,,1,,6,
23,Sindhupalchok,2060/2061,88,Buckwheat,,1,,6,
23,Sindhupalchok,2061/2062,88,Buckwheat,,1,,6,
23,Sindhupalchok,2062/2063,88,Buckwheat,,1,,6,
23,Sindhupalchok,2063/2064,88,Buckwheat,,1,,6,
23,Sindhupalchok,2064/2065,88,Buckwheat,,1,,6,
23,Sindhupalchok,2065/2066,88,Buckwheat,,1,,6,
23,Sindhupalchok,2066/2067,88,Buckwheat,,1,,6,
23,Sindhupalchok,2067/2068,88,Buckwheat,,1,25,6,11
23,Sindhupalchok,2068/2069,88,Buckwheat,,1,,6,
23,Sindhupalchok,2069/2070,88,Buckwheat,,1,,6,
23,Sindhupalchok,2070/2071,88,Buckwheat,,1,,6,
23,Sindhupalchok,2055/2056,88,Maize,,1,20550,6,35346
23,Sindhupalchok,2056/2057,88,Maize,,1,20547,6,40683
23,Sindhupalchok,2057/2058,88,Maize,,1,21600,6,43200
23,Sindhupalchok,2058/2059,88,Maize,,1,21866,6,46454
23,Sindhupalchok,2059/2060,88,Maize,,1,21866,6,46454
23,Sindhupalchok,2060/2061,88,Maize,,1,22366,6,50324
23,Sindhupalchok,2061/2062,88,Maize,,1,21400,6,44940
23,Sindhupalchok,2062/2063,88,Maize,,1,21000,6,47250
23,Sindhupalchok,2063/2064,88,Maize,,1,21000,6,47250
23,Sindhupalchok,2064/2065,88,Maize,,1,21895,6,51490
23,Sindhupalchok,2065/2066,88,Maize,,1,21800,6,46500
23,Sindhupalchok,2066/2067,88,Maize,,1,23920,6,52624
23,Sindhupalchok,2067/2068,88,Maize,,1,24925,6,57078
23,Sindhupalchok,2068/2069,88,Maize,,1,24900,6,50833
23,Sindhupalchok,2069/2070,88,Maize,,1,24907,6,53958
23,Sindhupalchok,2070/2071,88,Maize,,1,24900,6,53301
23,Sindhupalchok,2055/2056,88,Millet,,1,19650,6,24387
23,Sindhupalchok,2056/2057,88,Millet,,1,19000,6,25000
23,Sindhupalchok,2057/2058,88,Millet,,1,19400,6,24040
23,Sindhupalchok,2058/2059,88,Millet,,1,19440,6,24215
23,Sindhupalchok,2059/2060,88,Millet,,1,19440,6,24215
23,Sindhupalchok,2060/2061,88,Millet,,1,19440,6,21104
23,Sindhupalchok,2061/2062,88,Millet,,1,19300,6,20500
23,Sindhupalchok,2062/2063,88,Millet,,1,19500,6,19500
23,Sindhupalchok,2063/2064,88,Millet,,1,19500,6,19500
23,Sindhupalchok,2064/2065,88,Millet,,1,19295,6,21070
23,Sindhupalchok,2065/2066,88,Millet,,1,19295,6,22000
23,Sindhupalchok,2066/2067,88,Millet,,1,19330,6,19330
23,Sindhupalchok,2067/2068,88,Millet,,1,19330,6,21263
23,Sindhupalchok,2068/2069,88,Millet,,1,19320,6,21252
23,Sindhupalchok,2069/2070,88,Millet,,1,19320,6,21252
23,Sindhupalchok,2070/2071,88,Millet,,1,19320,6,22252
23,Sindhupalchok,2055/2056,88,Paddy,,1,10129,6,22526
23,Sindhupalchok,2056/2057,88,Paddy,,1,10530,6,26450
23,Sindhupalchok,2057/2058,88,Paddy,,1,10662,6,24580
23,Sindhupalchok,2058/2059,88,Paddy,,1,10627,6,25690
23,Sindhupalchok,2059/2060,88,Paddy,,1,10627,6,25690
23,Sindhupalchok,2060/2061,88,Paddy,,1,13627,6,32936
23,Sindhupalchok,2061/2062,88,Paddy,,1,13320,6,32287
23,Sindhupalchok,2062/2063,88,Paddy,,1,13155,6,32888
23,Sindhupalchok,2063/2064,88,Paddy,,1,13155,6,32888
23,Sindhupalchok,2064/2065,88,Paddy,,1,13920,6,36439
23,Sindhupalchok,2065/2066,88,Paddy,,1,13020,6,28800
23,Sindhupalchok,2066/2067,88,Paddy,,1,12924,6,27002
23,Sindhupalchok,2067/2068,88,Paddy,,1,12300,6,28290
23,Sindhupalchok,2068/2069,88,Paddy,,1,12220,6,26486
23,Sindhupalchok,2069/2070,88,Paddy,,1,12235,6,28446
23,Sindhupalchok,2070/2071,88,Paddy,,1,12200,6,28217
23,Sindhupalchok,2055/2056,88,Wheat,,1,7775,6,12550
23,Sindhupalchok,2056/2057,88,Wheat,,1,7825,6,14480
23,Sindhupalchok,2057/2058,88,Wheat,,1,7830,6,15550
23,Sindhupalchok,2058/2059,88,Wheat,,1,7800,6,12177
23,Sindhupalchok,2059/2060,88,Wheat,,1,7800,6,12177
23,Sindhupalchok,2060/2061,88,Wheat,,1,9530,6,19060
23,Sindhupalchok,2061/2062,88,Wheat,,1,9530,6,19060
23,Sindhupalchok,2062/2063,88,Wheat,,1,9530,6,18500
23,Sindhupalchok,2063/2064,88,Wheat,,1,9530,6,18500
23,Sindhupalchok,2064/2065,88,Wheat,,1,9030,6,12100
23,Sindhupalchok,2065/2066,88,Wheat,,1,9030,6,12100
23,Sindhupalchok,2066/2067,88,Wheat,,1,7000,6,6650
23,Sindhupalchok,2067/2068,88,Wheat,,1,7010,6,7010
23,Sindhupalchok,2068/2069,88,Wheat,,1,7020,6,9336
23,Sindhupalchok,2069/2070,88,Wheat,,1,7010,6,7862
23,Sindhupalchok,2070/2071,88,Wheat,,1,7008,6,7819
24,Kavrepalanchok,2055/2056,80,Barley,,1,700,6,700
24,Kavrepalanchok,2056/2057,80,Barley,,1,700,6,700
24,Kavrepalanchok,2057/2058,80,Barley,,1,700,6,750
24,Kavrepalanchok,2058/2059,80,Barley,,1,1000,6,1000
24,Kavrepalanchok,2059/2060,80,Barley,,1,1000,6,1000
24,Kavrepalanchok,2060/2061,80,Barley,,1,760,6,760
24,Kavrepalanchok,2061/2062,80,Barley,,1,760,6,760
24,Kavrepalanchok,2062/2063,80,Barley,,1,760,6,740
24,Kavrepalanchok,2063/2064,80,Barley,,1,760,6,740
24,Kavrepalanchok,2064/2065,80,Barley,,1,760,6,740
24,Kavrepalanchok,2065/2066,80,Barley,,1,760,6,740
24,Kavrepalanchok,2066/2067,80,Barley,,1,750,6,750
24,Kavrepalanchok,2067/2068,80,Barley,,1,750,6,825
24,Kavrepalanchok,2068/2069,80,Barley,,1,750,6,1425
24,Kavrepalanchok,2069/2070,80,Barley,,1,750,6,825
24,Kavrepalanchok,2070/2071,80,Barley,,1,700,6,750
24,Kavrepalanchok,2055/2056,80,Buckwheat,,1,,6,
