dcode,dname,area,dev_reg,eco_belt,yearcode,crop_name,apaddy,ppaddy,ypaddy
25,Lalitpur,385,central,hill,2012/2013,paddy,4680,25272,5400
25,Lalitpur,385,central,hill,2013/2014,paddy,4680,26442,5650
25,Lalitpur,385,central,hill,2014/2015,paddy,4680,24804,5300
26,Bhaktapur,119,central,hill,2000/2001,paddy,4700,25850,5500
26,Bhaktapur,119,central,hill,2001/2002,paddy,4577,27010,5901
26,Bhaktapur,119,central,hill,2002/2003,paddy,4577,27010,5901
26,Bhaktapur,119,central,hill,2003/2004,paddy,4577,27010,5901
26,Bhaktapur,119,central,hill,2004/2005,paddy,4503,27018,6000
26,Bhaktapur,119,central,hill,2005/2006,paddy,4480,24610,5493
26,Bhaktapur,119,central,hill,2006/2007,paddy,4480,28000,6250
26,Bhaktapur,119,central,hill,2007/2008,paddy,4400,28248,6420
26,Bhaktapur,119,central,hill,2008/2009,paddy,4400,28248,6420
26,Bhaktapur,119,central,hill,2009/2010,paddy,4326,19493,4506
26,Bhaktapur,119,central,hill,2010/2011,paddy,4300,23220,5400
26,Bhaktapur,119,central,hill,2011/2012,paddy,4252,25241,5936
26,Bhaktapur,119,central,hill,2012/2013,paddy,4348,25653,5900
26,Bhaktapur,119,central,hill,2013/2014,paddy,4352,26958,6194
26,Bhaktapur,119,central,hill,2014/2015,paddy,4348,26523,6100
27,Kathmandu,395,central,hill,2000/2001,paddy,9000,45015,5002
27,Kathmandu,395,central,hill,2001/2002,paddy,8100,46170,5700
27,Kathmandu,395,central,hill,2002/2003,paddy,8100,46170,5700
27,Kathmandu,395,central,hill,2003/2004,paddy,8100,46170,5700
27,Kathmandu,395,central,hill,2004/2005,paddy,8100,46170,5700
27,Kathmandu,395,central,hill,2005/2006,paddy,8000,41250,5156
27,Kathmandu,395,central,hill,2006/2007,paddy,8000,40800,5100
27,Kathmandu,395,central,hill,2007/2008,paddy,8000,42800,5350
27,Kathmandu,395,central,hill,2008/2009,paddy,8050,43250,5373
27,Kathmandu,395,central,hill,2009/2010,paddy,8050,35700,4435
27,Kathmandu,395,central,hill,2010/2011,paddy,8025,41730,5200
27,Kathmandu,395,central,hill,2011/2012,paddy,8000,46080,5760
27,Kathmandu,395,central,hill,2012/2013,paddy,7950,48500,6101
27,Kathmandu,395,central,hill,2013/2014,paddy,7940,45245,5698
27,Kathmandu,395,central,hill,2014/2015,paddy,7930,45245,5706
28,Nuwakot,1121,central,hill,2000/2001,paddy,18945,48310,2550
28,Nuwakot,1121,central,hill,2001/2002,paddy,18233,54990,3016
28,Nuwakot,1121,central,hill,2002/2003,paddy,18265,54990,3011
28,Nuwakot,1121,central,hill,2003/2004,paddy,18265,54990,3011
28,Nuwakot,1121,central,hill,2004/2005,paddy,18110,54529,3011
28,Nuwakot,1121,central,hill,2005/2006,paddy,18136,54408,3000
28,Nuwakot,1121,central,hill,2006/2007,paddy,18136,55000,3033
28,Nuwakot,1121,central,hill,2007/2008,paddy,18935,57750,3050
28,Nuwakot,1121,central,hill,2008/2009,paddy,18965,59700,3148
28,Nuwakot,1121,central,hill,2009/2010,paddy,18965,57700,3042
28,Nuwakot,1121,central,hill,2010/2011,paddy,16625,54843,3299
28,Nuwakot,1121,central,hill,2011/2012,paddy,14625,56453,3860
28,Nuwakot,1121,central,hill,2012/2013,paddy,14650,57500,3925
28,Nuwakot,1121,central,hill,2013/2014,paddy,14695,63167,4299
28,Nuwakot,1121,central,hill,2014/2015,paddy,15692,73762,4701
29,Rasuwa,1544,central,mountain,2000/2001,paddy,1234,2234,1810
29,Rasuwa,1544,central,mountain,2001/2002,paddy,1230,2460,2000
29,Rasuwa,1544,central,mountain,2002/2003,paddy,1230,2460,2000
29,Rasuwa,1544,central,mountain,2003/2004,paddy,1230,2460,2000
29,Rasuwa,1544,central,mountain,2004/2005,paddy,1317,2634,2000
29,Rasuwa,1544,central,mountain,2005/2006,paddy,1325,3000,2264
29,Rasuwa,1544,central,mountain,2006/2007,paddy,1325,3000,2264
29,Rasuwa,1544,central,mountain,2007/2008,paddy,1325,3300,2491
29,Rasuwa,1544,central,mountain,2008/2009,paddy,1325,3300,2491
29,Rasuwa,1544,central,mountain,2009/2010,paddy,1239,2838,2291
29,Rasuwa,1544,central,mountain,2010/2011,paddy,1322,2908,2200
29,Rasuwa,1544,central,mountain,2011/2012,paddy,1304,3599,2760
29,Rasuwa,1544,central,mountain,2012/2013,paddy,1304,2982,2287
29,Rasuwa,1544,central,mountain,2013/2014,paddy,1305,3240,2483
29,Rasuwa,1544,central,mountain,2014/2015,paddy,1300,3510,2700
30,Dhading,1926,central,hill,2000/2001,paddy,14657,37665,2570
30,Dhading,1926,central,hill,2001/2002,paddy,14949,45560,3048
30,Dhading,1926,central,hill,2002/2003,paddy,14949,45560,3048
30,Dhading,1926,central,hill,2003/2004,paddy,14949,45560,3048
30,Dhading,1926,central,hill,2004/2005,paddy,15438,47055,3048
30,Dhading,1926,central,hill,2005/2006,paddy,15750,46590,2958
30,Dhading,1926,central,hill,2006/2007,paddy,15800,37713,2387
30,Dhading,1926,central,hill,2007/2008,paddy,16100,42000,2609
30,Dhading,1926,central,hill,2008/2009,paddy,16720,42500,2542
30,Dhading,1926,central,hill,2009/2010,paddy,14010,34605,2470
30,Dhading,1926,central,hill,2010/2011,paddy,16670,40882,2452
30,Dhading,1926,central,hill,2011/2012,paddy,14750,38187,2589
30,Dhading,1926,central,hill,2012/2013,paddy,12262,33349,2720
30,Dhading,1926,central,hill,2013/2014,paddy,12645,48100,3804
30,Dhading,1926,central,hill,2014/2015,paddy,12545,50369,4015
31,Makwanpur,2426,central,hill,2000/2001,paddy,12480,33864,2713
31,Makwanpur,2426,central,hill,2001/2002,paddy,10135,29480,2909
31,Makwanpur,2426,central,hill,2002/2003,paddy,10135,29480,2909
31,Makwanpur,2426,central,hill,2003/2004,paddy,10135,29480,2909
31,Makwanpur,2426,central,hill,2004/2005,paddy,10645,30977,2910
31,Makwanpur,2426,central,hill,2005/2006,paddy,11245,32723,2910
31,Makwanpur,2426,central,hill,2006/2007,paddy,11493,34249,2980
31,Makwanpur,2426,central,hill,2007/2008,paddy,12660,37347,2950
31,Makwanpur,2426,central,hill,2008/2009,paddy,12700,37500,2953
31,Makwanpur,2426,central,hill,2009/2010,paddy,13180,44936,3409
31,Makwanpur,2426,central,hill,2010/2011,paddy,11100,36630,3300
31,Makwanpur,2426,central,hill,2011/2012,paddy,11110,37552,3380
31,Makwanpur,2426,central,hill,2012/2013,paddy,11110,36663,3300
31,Makwanpur,2426,central,hill,2013/2014,paddy,11125,38381,3450
31,Makwanpur,2426,central,hill,2014/2015,paddy,11130,38995,3504
32,Rautahat,1126,central,terai,2000/2001,paddy,50400,140374,2785
32,Rautahat,1126,central,terai,2001/2002,paddy,49570,131850,2660
32,Rautahat,1126,central,terai,2002/2003,paddy,49570,138800,2800
32,Rautahat,1126,central,terai,2003/2004,paddy,49570,138800,2800
32,Rautahat,1126,central,terai,2004/2005,paddy,50591,128186,2534
32,Rautahat,1126,central,terai,2005/2006,paddy,48500,112805,2326
32,Rautahat,1126,central,terai,2006/2007,paddy,48400,107932,2230
32,Rautahat,1126,central,terai,2007/2008,paddy,46800,113856,2433
32,Rautahat,1126,central,terai,2008/2009,paddy,46800,124480,2660
32,Rautahat,1126,central,terai,2009/2010,paddy,45396,112200,2472
32,Rautahat,1126,central,terai,2010/2011,paddy,42396,112392,2651
32,Rautahat,1126,central,terai,2011/2012,paddy,40650,136178,3350
32,Rautahat,1126,central,terai,2012/2013,paddy,30125,67575,2243
32,Rautahat,1126,central,terai,2013/2014,paddy,30500,95607,3135
32,Rautahat,1126,central,terai,2014/2015,paddy,30355,112994,3722
33,Bara,1190,central,terai,2000/2001,paddy,55875,190199,3404
33,Bara,1190,central,terai,2001/2002,paddy,54600,205240,3759
33,Bara,1190,central,terai,2002/2003,paddy,54590,206500,3783
33,Bara,1190,central,terai,2003/2004,paddy,54590,206500,3783
33,Bara,1190,central,terai,2004/2005,paddy,53087,200940,3785
33,Bara,1190,central,terai,2005/2006,paddy,54500,200230,3674
33,Bara,1190,central,terai,2006/2007,paddy,51728,186221,3600
33,Bara,1190,central,terai,2007/2008,paddy,54878,205710,3748
33,Bara,1190,central,terai,2008/2009,paddy,55335,213565,3859
33,Bara,1190,central,terai,2009/2010,paddy,52615,183946,3496
33,Bara,1190,central,terai,2010/2011,paddy,52725,168720,3200
33,Bara,1190,central,terai,2011/2012,paddy,52700,221340,4200
33,Bara,1190,central,terai,2012/2013,paddy,53400,231880,4342
33,Bara,1190,central,terai,2013/2014,paddy,54680,259781,4751
33,Bara,1190,central,terai,2014/2015,paddy,60446,156896,2596
34,Parsa,1353,central,terai,2000/2001,paddy,46780,158912,3397
34,Parsa,1353,central,terai,2001/2002,paddy,44735,165650,3703
34,Parsa,1353,central,terai,2002/2003,paddy,44735,165650,3703
34,Parsa,1353,central,terai,2003/2004,paddy,44735,165650,3703
34,Parsa,1353,central,terai,2004/2005,paddy,43373,160612,3703
34,Parsa,1353,central,terai,2005/2006,paddy,44200,160500,3631
34,Parsa,1353,central,terai,2006/2007,paddy,43200,153360,3550
34,Parsa,1353,central,terai,2007/2008,paddy,46000,169510,3685
34,Parsa,1353,central,terai,2008/2009,paddy,46200,177980,3852
34,Parsa,1353,central,terai,2009/2010,paddy,44814,150900,3367
34,Parsa,1353,central,terai,2010/2011,paddy,46690,159208,3410
34,Parsa,1353,central,terai,2011/2012,paddy,44360,192966,4350
34,Parsa,1353,central,terai,2012/2013,paddy,44360,164360,3705
34,Parsa,1353,central,terai,2013/2014,paddy,43710,158814,3633
34,Parsa,1353,central,terai,2014/2015,paddy,45600,182400,4000
35,Chitawan,2218,central,terai,2000/2001,paddy,33800,112025,3314
35,Chitawan,2218,central,terai,2001/2002,paddy,31876,98815,3100
35,Chitawan,2218,central,terai,2002/2003,paddy,32600,91280,2800
35,Chitawan,2218,central,terai,2003/2004,paddy,32600,91280,2800
35,Chitawan,2218,central,terai,2004/2005,paddy,33465,93702,2800
35,Chitawan,2218,central,terai,2005/2006,paddy,32972,78280,2374
35,Chitawan,2218,central,terai,2006/2007,paddy,28717,80408,2800
35,Chitawan,2218,central,terai,2007/2008,paddy,32755,105700,3227
35,Chitawan,2218,central,terai,2008/2009,paddy,32755,107815,3292
35,Chitawan,2218,central,terai,2009/2010,paddy,29605,85406,2885
35,Chitawan,2218,central,terai,2010/2011,paddy,32770,110944,3386
35,Chitawan,2218,central,terai,2011/2012,paddy,29655,103496,3490
35,Chitawan,2218,central,terai,2012/2013,paddy,28625,94800,3312
35,Chitawan,2218,central,terai,2013/2014,paddy,29575,100555,3400
35,Chitawan,2218,central,terai,2014/2015,paddy,29400,103500,3520
36,Gorkha,3610,western,hill,2000/2001,paddy,16911,43783,2589
36,Gorkha,3610,western,hill,2001/2002,paddy,17000,43495,2559
36,Gorkha,3610,western,hill,2002/2003,paddy,17000,42033,2473
36,Gorkha,3610,western,hill,2003/2004,paddy,17000,42033,2473
36,Gorkha,3610,western,hill,2004/2005,paddy,17165,42449,2473
36,Gorkha,3610,western,hill,2005/2006,paddy,17555,42000,2392
36,Gorkha,3610,western,hill,2006/2007,paddy,17735,44116,2488
36,Gorkha,3610,western,hill,2007/2008,paddy,17900,48100,2687
36,Gorkha,3610,western,hill,2008/2009,paddy,17900,48500,2709
36,Gorkha,3610,western,hill,2009/2010,paddy,17785,43996,2474
36,Gorkha,3610,western,hill,2010/2011,paddy,17785,49276,2771
36,Gorkha,3610,western,hill,2011/2012,paddy,12085,36859,3050
36,Gorkha,3610,western,hill,2012/2013,paddy,12661,37555,2966
36,Gorkha,3610,western,hill,2013/2014,paddy,12765,41250,3231
36,Gorkha,3610,western,hill,2014/2015,paddy,12192,38587,3165
37,Lamjung,1692,western,hill,2000/2001,paddy,12791,27494,2149
37,Lamjung,1692,western,hill,2001/2002,paddy,12100,27800,2298
37,Lamjung,1692,western,hill,2002/2003,paddy,12100,27800,2298
37,Lamjung,1692,western,hill,2003/2004,paddy,12100,27800,2298
37,Lamjung,1692,western,hill,2004/2005,paddy,16025,46473,2900
37,Lamjung,1692,western,hill,2005/2006,paddy,15530,46120,2970
37,Lamjung,1692,western,hill,2006/2007,paddy,15553,32213,2071
37,Lamjung,1692,western,hill,2007/2008,paddy,16030,33342,2080
37,Lamjung,1692,western,hill,2008/2009,paddy,16030,36541,2280
37,Lamjung,1692,western,hill,2009/2010,paddy,15553,25770,1657
37,Lamjung,1692,western,hill,2010/2011,paddy,16135,33884,2100
37,Lamjung,1692,western,hill,2011/2012,paddy,15553,40437,2600
37,Lamjung,1692,western,hill,2012/2013,paddy,16153,42115,2607
37,Lamjung,1692,western,hill,2013/2014,paddy,16453,47115,2864
37,Lamjung,1692,western,hill,2014/2015,paddy,14930,37327,2500
38,Tanahu,1546,western,hill,2000/2001,paddy,16840,51918,3083
38,Tanahu,1546,western,hill,2001/2002,paddy,16850,45420,2696
38,Tanahu,1546,western,hill,2002/2003,paddy,16850,45420,2696
38,Tanahu,1546,western,hill,2003/2004,paddy,16850,45420,2696
38,Tanahu,1546,western,hill,2004/2005,paddy,16713,51496,3081
38,Tanahu,1546,western,hill,2005/2006,paddy,16800,46704,2780
38,Tanahu,1546,western,hill,2006/2007,paddy,16850,47450,2816
38,Tanahu,1546,western,hill,2007/2008,paddy,18950,52670,2779
38,Tanahu,1546,western,hill,2008/2009,paddy,19050,55524,2915
38,Tanahu,1546,western,hill,2009/2010,paddy,18850,45552,2417
38,Tanahu,1546,western,hill,2010/2011,paddy,20850,58380,2800
38,Tanahu,1546,western,hill,2011/2012,paddy,13150,43105,3278
38,Tanahu,1546,western,hill,2012/2013,paddy,14865,48168,3240
38,Tanahu,1546,western,hill,2013/2014,paddy,16415,58604,3570
38,Tanahu,1546,western,hill,2014/2015,paddy,12540,45144,3600
39,Syangja,1164,western,hill,2000/2001,paddy,14570,43171,2963
39,Syangja,1164,western,hill,2001/2002,paddy,15170,41500,2736
39,Syangja,1164,western,hill,2002/2003,paddy,15170,41520,2737
39,Syangja,1164,western,hill,2003/2004,paddy,15170,41520,2737
39,Syangja,1164,western,hill,2004/2005,paddy,16228,47061,2900
39,Syangja,1164,western,hill,2005/2006,paddy,16228,47061,2900
39,Syangja,1164,western,hill,2006/2007,paddy,16258,42661,2624
39,Syangja,1164,western,hill,2007/2008,paddy,17500,47990,2742
39,Syangja,1164,western,hill,2008/2009,paddy,17550,51589,2940
39,Syangja,1164,western,hill,2009/2010,paddy,17550,51589,2940
39,Syangja,1164,western,hill,2010/2011,paddy,19455,58240,2994
39,Syangja,1164,western,hill,2011/2012,paddy,17000,58130,3419
39,Syangja,1164,western,hill,2012/2013,paddy,17030,60829,3572
39,Syangja,1164,western,hill,2013/2014,paddy,18030,63662,3531
39,Syangja,1164,western,hill,2014/2015,paddy,16800,60137,3580
40,Kaski,2017,western,hill,2000/2001,paddy,18533,51855,2798
40,Kaski,2017,western,hill,2001/2002,paddy,18590,51680,2780
40,Kaski,2017,western,hill,2002/2003,paddy,18600,51894,2790
40,Kaski,2017,western,hill,2003/2004,paddy,18600,51894,2790
40,Kaski,2017,western,hill,2004/2005,paddy,18609,51890,2788
40,Kaski,2017,western,hill,2005/2006,paddy,18630,54400,2920
40,Kaski,2017,western,hill,2006/2007,paddy,19307,45371,2350
40,Kaski,2017,western,hill,2007/2008,paddy,19310,50815,2632
40,Kaski,2017,western,hill,2008/2009,paddy,20100,61990,3084
40,Kaski,2017,western,hill,2009/2010,paddy,21000,60850,2898
40,Kaski,2017,western,hill,2010/2011,paddy,23000,66700,2900
40,Kaski,2017,western,hill,2011/2012,paddy,22500,76850,3416
40,Kaski,2017,western,hill,2012/2013,paddy,21500,78256,3640
40,Kaski,2017,western,hill,2013/2014,paddy,22050,80560,3654
40,Kaski,2017,western,hill,2014/2015,paddy,22025,83364,3785
41,Manang,2246,western,mountain,2000/2001,paddy,,,
41,Manang,2246,western,mountain,2001/2002,paddy,,,
41,Manang,2246,western,mountain,2002/2003,paddy,,,
41,Manang,2246,western,mountain,2003/2004,paddy,,,
41,Manang,2246,western,mountain,2004/2005,paddy,,,
41,Manang,2246,western,mountain,2005/2006,paddy,,,
41,Manang,2246,western,mountain,2006/2007,paddy,,,
41,Manang,2246,western,mountain,2007/2008,paddy,,,
41,Manang,2246,western,mountain,2008/2009,paddy,,,
41,Manang,2246,western,mountain,2009/2010,paddy,,,
41,Manang,2246,western,mountain,2010/2011,paddy,,,
41,Manang,2246,western,mountain,2011/2012,paddy,,,
41,Manang,2246,western,mountain,2012/2013,paddy,,,
41,Manang,2246,western,mountain,2013/2014,paddy,,,
41,Manang,2246,western,mountain,2014/2015,paddy,,,
42,Mustang,3573,western,mountain,2000/2001,paddy,,,
42,Mustang,3573,western,mountain,2001/2002,paddy,,,
42,Mustang,3573,western,mountain,2002/2003,paddy,,,
42,Mustang,3573,western,mountain,2003/2004,paddy,,,
42,Mustang,3573,western,mountain,2004/2005,paddy,,,
42,Mustang,3573,western,mountain,2005/2006,paddy,,,
42,Mustang,3573,western,mountain,2006/2007,paddy,,,
42,Mustang,3573,western,mountain,2007/2008,paddy,,,
42,Mustang,3573,western,mountain,2008/2009,paddy,,,
42,Mustang,3573,western,mountain,2009/2010,paddy,,,
42,Mustang,3573,western,mountain,2010/2011,paddy,,,
42,Mustang,3573,western,mountain,2011/2012,paddy,,,
42,Mustang,3573,western,mountain,2012/2013,paddy,,,
42,Mustang,3573,western,mountain,2013/2014,paddy,,,
42,Mustang,3573,western,mountain,2014/2015,paddy,,,
43,Myagdi,2297,western,hill,2000/2001,paddy,3348,8972,2680
43,Myagdi,2297,western,hill,2001/2002,paddy,3348,9039,2700
43,Myagdi,2297,western,hill,2002/2003,paddy,3348,9039,2700
43,Myagdi,2297,western,hill,2003/2004,paddy,3348,9039,2700
43,Myagdi,2297,western,hill,2004/2005,paddy,3178,7633,2402
43,Myagdi,2297,western,hill,2005/2006,paddy,3178,7633,2402
43,Myagdi,2297,western,hill,2006/2007,paddy,3145,7030,2235
43,Myagdi,2297,western,hill,2007/2008,paddy,3895,9348,2400
43,Myagdi,2297,western,hill,2008/2009,paddy,3895,10680,2742
43,Myagdi,2297,western,hill,2009/2010,paddy,3895,9612,2468
43,Myagdi,2297,western,hill,2010/2011,paddy,3895,10256,2633
43,Myagdi,2297,western,hill,2011/2012,paddy,3895,11486,2949
43,Myagdi,2297,western,hill,2012/2013,paddy,3895,12060,3096
43,Myagdi,2297,western,hill,2013/2014,paddy,3895,12464,3200
43,Myagdi,2297,western,hill,2014/2015,paddy,3895,12464,3200
44,Parbat,494,western,hill,2000/2001,paddy,8856,19529,2205
44,Parbat,494,western,hill,2001/2002,paddy,9000,20000,2222
44,Parbat,494,western,hill,2002/2003,paddy,9000,21600,2400
44,Parbat,494,western,hill,2003/2004,paddy,9000,21600,2400
44,Parbat,494,western,hill,2004/2005,paddy,8895,20275,2279
44,Parbat,494,western,hill,2005/2006,paddy,9051,16962,1874
44,Parbat,494,western,hill,2006/2007,paddy,9021,19405,2151
44,Parbat,494,western,hill,2007/2008,paddy,9021,19405,2151
44,Parbat,494,western,hill,2008/2009,paddy,9021,22150,2455
44,Parbat,494,western,hill,2009/2010,paddy,9021,22150,2455
44,Parbat,494,western,hill,2010/2011,paddy,9595,23082,2406
44,Parbat,494,western,hill,2011/2012,paddy,8830,23023,2607
44,Parbat,494,western,hill,2012/2013,paddy,8830,26281,2976
44,Parbat,494,western,hill,2013/2014,paddy,9595,26501,2762
44,Parbat,494,western,hill,2014/2015,paddy,8835,24738,2800
45,Baglung,1784,western,hill,2000/2001,paddy,5558,14954,2691
45,Baglung,1784,western,hill,2001/2002,paddy,5560,14430,2595
45,Baglung,1784,western,hill,2002/2003,paddy,5520,14962,2711
45,Baglung,1784,western,hill,2003/2004,paddy,5520,14962,2711
45,Baglung,1784,western,hill,2004/2005,paddy,5580,12847,2302
45,Baglung,1784,western,hill,2005/2006,paddy,5717,14411,2521
45,Baglung,1784,western,hill,2006/2007,paddy,5337,11971,2243
45,Baglung,1784,western,hill,2007/2008,paddy,5735,12156,2120
45,Baglung,1784,western,hill,2008/2009,paddy,5735,14900,2598
45,Baglung,1784,western,hill,2009/2010,paddy,5700,13500,2368
45,Baglung,1784,western,hill,2010/2011,paddy,5792,17121,2956
45,Baglung,1784,western,hill,2011/2012,paddy,5934,17147,2890
45,Baglung,1784,western,hill,2012/2013,paddy,5934,18316,3087
45,Baglung,1784,western,hill,2013/2014,paddy,5927,18897,3188
45,Baglung,1784,western,hill,2014/2015,paddy,5782,17715,3064
46,Gulmi,1149,western,hill,2000/2001,paddy,10580,26523,2507
46,Gulmi,1149,western,hill,2001/2002,paddy,10215,22480,2201
46,Gulmi,1149,western,hill,2002/2003,paddy,10215,22480,2201
46,Gulmi,1149,western,hill,2003/2004,paddy,10215,22480,2201
46,Gulmi,1149,western,hill,2004/2005,paddy,9987,22690,2272
46,Gulmi,1149,western,hill,2005/2006,paddy,10680,28423,2661
46,Gulmi,1149,western,hill,2006/2007,paddy,9517,23688,2489
46,Gulmi,1149,western,hill,2007/2008,paddy,9517,23688,2489
46,Gulmi,1149,western,hill,2008/2009,paddy,9958,24753,2486
46,Gulmi,1149,western,hill,2009/2010,paddy,9958,24753,2486
46,Gulmi,1149,western,hill,2010/2011,paddy,10426,24501,2350
46,Gulmi,1149,western,hill,2011/2012,paddy,9964,22924,2301
46,Gulmi,1149,western,hill,2012/2013,paddy,10408,22312,2144
46,Gulmi,1149,western,hill,2013/2014,paddy,10484,25339,2417
46,Gulmi,1149,western,hill,2014/2015,paddy,10042,27950,2783
47,Palpa,1373,western,hill,2000/2001,paddy,9406,25612,2723
47,Palpa,1373,western,hill,2001/2002,paddy,9399,20475,2178
47,Palpa,1373,western,hill,2002/2003,paddy,9399,20475,2178
47,Palpa,1373,western,hill,2003/2004,paddy,9399,20475,2178
47,Palpa,1373,western,hill,2004/2005,paddy,9470,23202,2450
47,Palpa,1373,western,hill,2005/2006,paddy,9470,23202,2450
47,Palpa,1373,western,hill,2006/2007,paddy,8251,18302,2218
47,Palpa,1373,western,hill,2007/2008,paddy,8795,23695,2694
47,Palpa,1373,western,hill,2008/2009,paddy,8795,23900,2717
47,Palpa,1373,western,hill,2009/2010,paddy,8575,21009,2450
47,Palpa,1373,western,hill,2010/2011,paddy,9561,25210,2637
47,Palpa,1373,western,hill,2011/2012,paddy,8750,29280,3346
47,Palpa,1373,western,hill,2012/2013,paddy,9566,32292,3376
47,Palpa,1373,western,hill,2013/2014,paddy,9430,35267,3740
47,Palpa,1373,western,hill,2014/2015,paddy,8620,33100,3840
48,Nawalparasi,2162,western,terai,2000/2001,paddy,46947,140736,2998
48,Nawalparasi,2162,western,terai,2001/2002,paddy,46977,141505,3012
48,Nawalparasi,2162,western,terai,2002/2003,paddy,46507,141505,3043
48,Nawalparasi,2162,western,terai,2003/2004,paddy,46507,141505,3043
48,Nawalparasi,2162,western,terai,2004/2005,paddy,45507,137260,3016
48,Nawalparasi,2162,western,terai,2005/2006,paddy,45500,131574,2892
48,Nawalparasi,2162,western,terai,2006/2007,paddy,45490,116383,2558
48,Nawalparasi,2162,western,terai,2007/2008,paddy,46490,149233,3210
48,Nawalparasi,2162,western,terai,2008/2009,paddy,46490,165425,3558
48,Nawalparasi,2162,western,terai,2009/2010,paddy,44590,138749,3112
48,Nawalparasi,2162,western,terai,2010/2011,paddy,46690,180373,3863
48,Nawalparasi,2162,western,terai,2011/2012,paddy,44890,191337,4262
48,Nawalparasi,2162,western,terai,2012/2013,paddy,45690,179110,3920
48,Nawalparasi,2162,western,terai,2013/2014,paddy,48350,196775,4070
48,Nawalparasi,2162,western,terai,2014/2015,paddy,44800,180300,4025
49,Rupandehi,1360,western,terai,2000/2001,paddy,71800,198800,2769
49,Rupandehi,1360,western,terai,2001/2002,paddy,71230,208430,2926
49,Rupandehi,1360,western,terai,2002/2003,paddy,71230,213100,2992
49,Rupandehi,1360,western,terai,2003/2004,paddy,71230,213100,2992
49,Rupandehi,1360,western,terai,2004/2005,paddy,71232,177368,2490
49,Rupandehi,1360,western,terai,2005/2006,paddy,67670,168258,2486
49,Rupandehi,1360,western,terai,2006/2007,paddy,69000,172500,2500
49,Rupandehi,1360,western,terai,2007/2008,paddy,72500,217500,3000
49,Rupandehi,1360,western,terai,2008/2009,paddy,72500,253750,3500
49,Rupandehi,1360,western,terai,2009/2010,paddy,72500,241875,3336
49,Rupandehi,1360,western,terai,2010/2011,paddy,71500,278850,3900
49,Rupandehi,1360,western,terai,2011/2012,paddy,70500,301000,4270
49,Rupandehi,1360,western,terai,2012/2013,paddy,70000,319695,4567
49,Rupandehi,1360,western,terai,2013/2014,paddy,70500,329500,4674
49,Rupandehi,1360,western,terai,2014/2015,paddy,69600,313200,4500
50,Kapilbastu,1738,western,terai,2000/2001,paddy,70950,177375,2500
50,Kapilbastu,1738,western,terai,2001/2002,paddy,67000,100500,1500
50,Kapilbastu,1738,western,terai,2002/2003,paddy,70500,173200,2457
50,Kapilbastu,1738,western,terai,2003/2004,paddy,70500,173200,2457
50,Kapilbastu,1738,western,terai,2004/2005,paddy,68500,127710,1864
50,Kapilbastu,1738,western,terai,2005/2006,paddy,68500,149330,2180
50,Kapilbastu,1738,western,terai,2006/2007,paddy,68880,141572,2055
50,Kapilbastu,1738,western,terai,2007/2008,paddy,68870,154490,2243
50,Kapilbastu,1738,western,terai,2008/2009,paddy,69960,190350,2721
50,Kapilbastu,1738,western,terai,2009/2010,paddy,69950,160290,2291
50,Kapilbastu,1738,western,terai,2010/2011,paddy,72000,225000,3125
50,Kapilbastu,1738,western,terai,2011/2012,paddy,71500,207350,2900
50,Kapilbastu,1738,western,terai,2012/2013,paddy,71000,205118,2889
50,Kapilbastu,1738,western,terai,2013/2014,paddy,72000,235436,3270
50,Kapilbastu,1738,western,terai,2014/2015,paddy,69840,209520,3000
51,Arghakhanchi,1193,western,hill,2000/2001,paddy,7710,17010,2206
51,Arghakhanchi,1193,western,hill,2001/2002,paddy,7700,13900,1805
51,Arghakhanchi,1193,western,hill,2002/2003,paddy,1700,13900,1805
51,Arghakhanchi,1193,western,hill,2003/2004,paddy,7700,13900,1805
51,Arghakhanchi,1193,western,hill,2004/2005,paddy,7700,13900,1805
51,Arghakhanchi,1193,western,hill,2005/2006,paddy,7700,13900,1805
51,Arghakhanchi,1193,western,hill,2006/2007,paddy,7419,14500,1954
51,Arghakhanchi,1193,western,hill,2007/2008,paddy,7419,14500,1954
51,Arghakhanchi,1193,western,hill,2008/2009,paddy,8735,19545,2238
51,Arghakhanchi,1193,western,hill,2009/2010,paddy,8720,19220,2204
51,Arghakhanchi,1193,western,hill,2010/2011,paddy,8768,22797,2600
51,Arghakhanchi,1193,western,hill,2011/2012,paddy,8189,26204,3200
51,Arghakhanchi,1193,western,hill,2012/2013,paddy,8672,25437,2933
51,Arghakhanchi,1193,western,hill,2013/2014,paddy,8672,26306,3033
51,Arghakhanchi,1193,western,hill,2014/2015,paddy,8189,25386,3100
52,Pyuthan,1309,mid-west,hill,2000/2001,paddy,6540,10625,1625
52,Pyuthan,1309,mid-west,hill,2001/2002,paddy,6540,12310,1882
52,Pyuthan,1309,mid-west,hill,2002/2003,paddy,6540,13290,2032
52,Pyuthan,1309,mid-west,hill,2003/2004,paddy,6540,13290,2032
52,Pyuthan,1309,mid-west,hill,2004/2005,paddy,6520,13252,2033
52,Pyuthan,1309,mid-west,hill,2005/2006,paddy,6520,13252,2033
52,Pyuthan,1309,mid-west,hill,2006/2007,paddy,6540,15042,2300
52,Pyuthan,1309,mid-west,hill,2007/2008,paddy,6540,15280,2336
