dcode,dname,area,dev_reg,eco_belt,yearcode,crop_name,apaddy,ppaddy,ypaddy
52,Pyuthan,1309,mid-west,hill,2008/2009,paddy,6540,15280,2336
52,Pyuthan,1309,mid-west,hill,2009/2010,paddy,6540,11772,1800
52,Pyuthan,1309,mid-west,hill,2010/2011,paddy,6540,17004,2600
52,Pyuthan,1309,mid-west,hill,2011/2012,paddy,6525,18270,2800
52,Pyuthan,1309,mid-west,hill,2012/2013,paddy,6410,18950,2956
52,Pyuthan,1309,mid-west,hill,2013/2014,paddy,6520,19737,3027
52,Pyuthan,1309,mid-west,hill,2014/2015,paddy,6525,21902,3357
53,Rolpa,1879,mid-west,hill,2000/2001,paddy,4239,7500,1769
53,Rolpa,1879,mid-west,hill,2001/2002,paddy,4700,9160,1949
53,Rolpa,1879,mid-west,hill,2002/2003,paddy,4700,9160,1949
53,Rolpa,1879,mid-west,hill,2003/2004,paddy,4700,9160,1949
53,Rolpa,1879,mid-west,hill,2004/2005,paddy,4700,9160,1949
53,Rolpa,1879,mid-west,hill,2005/2006,paddy,4715,8500,1803
53,Rolpa,1879,mid-west,hill,2006/2007,paddy,4682,9364,2000
53,Rolpa,1879,mid-west,hill,2007/2008,paddy,4715,9666,2050
53,Rolpa,1879,mid-west,hill,2008/2009,paddy,4715,9666,2050
53,Rolpa,1879,mid-west,hill,2009/2010,paddy,4715,13674,2900
53,Rolpa,1879,mid-west,hill,2010/2011,paddy,4715,12966,2750
53,Rolpa,1879,mid-west,hill,2011/2012,paddy,4715,12997,2757
53,Rolpa,1879,mid-west,hill,2012/2013,paddy,4715,11787,2500
53,Rolpa,1879,mid-west,hill,2013/2014,paddy,4715,11787,2500
53,Rolpa,1879,mid-west,hill,2014/2015,paddy,4715,12259,2600
54,Rukum,2877,mid-west,hill,2000/2001,paddy,3460,8026,2320
54,Rukum,2877,mid-west,hill,2001/2002,paddy,3570,8600,2409
54,Rukum,2877,mid-west,hill,2002/2003,paddy,1370,8600,2409
54,Rukum,2877,mid-west,hill,2003/2004,paddy,3570,8600,2409
54,Rukum,2877,mid-west,hill,2004/2005,paddy,3570,8600,2409
54,Rukum,2877,mid-west,hill,2005/2006,paddy,3570,8600,2409
54,Rukum,2877,mid-west,hill,2006/2007,paddy,3544,8084,2281
54,Rukum,2877,mid-west,hill,2007/2008,paddy,3544,8084,2281
54,Rukum,2877,mid-west,hill,2008/2009,paddy,3750,10100,2693
54,Rukum,2877,mid-west,hill,2009/2010,paddy,3750,11175,2980
54,Rukum,2877,mid-west,hill,2010/2011,paddy,3750,11288,3010
54,Rukum,2877,mid-west,hill,2011/2012,paddy,3562,9617,2700
54,Rukum,2877,mid-west,hill,2012/2013,paddy,3562,10330,2900
54,Rukum,2877,mid-west,hill,2013/2014,paddy,3562,9974,2800
54,Rukum,2877,mid-west,hill,2014/2015,paddy,3562,9795,2750
55,Salyan,1462,mid-west,hill,2000/2001,paddy,6060,12368,52041
55,Salyan,1462,mid-west,hill,2001/2002,paddy,6750,13460,1994
55,Salyan,1462,mid-west,hill,2002/2003,paddy,6750,13460,1994
55,Salyan,1462,mid-west,hill,2003/2004,paddy,6750,13460,1994
55,Salyan,1462,mid-west,hill,2004/2005,paddy,6959,18024,2590
55,Salyan,1462,mid-west,hill,2005/2006,paddy,6959,18572,2669
55,Salyan,1462,mid-west,hill,2006/2007,paddy,6745,16608,2462
55,Salyan,1462,mid-west,hill,2007/2008,paddy,6745,16608,2462
55,Salyan,1462,mid-west,hill,2008/2009,paddy,6961,16300,2342
55,Salyan,1462,mid-west,hill,2009/2010,paddy,6961,20187,2900
55,Salyan,1462,mid-west,hill,2010/2011,paddy,6961,21753,3125
55,Salyan,1462,mid-west,hill,2011/2012,paddy,6961,22275,3200
55,Salyan,1462,mid-west,hill,2012/2013,paddy,6950,23294,3352
55,Salyan,1462,mid-west,hill,2013/2014,paddy,6934,24497,3533
55,Salyan,1462,mid-west,hill,2014/2015,paddy,7024,24942,3551
56,Dang,2955,mid-west,terai,2000/2001,paddy,38900,125120,3216
56,Dang,2955,mid-west,terai,2001/2002,paddy,38280,111430,2911
56,Dang,2955,mid-west,terai,2002/2003,paddy,35650,109120,3061
56,Dang,2955,mid-west,terai,2003/2004,paddy,35650,109120,3061
56,Dang,2955,mid-west,terai,2004/2005,paddy,31660,87223,2755
56,Dang,2955,mid-west,terai,2005/2006,paddy,34100,101890,2988
56,Dang,2955,mid-west,terai,2006/2007,paddy,33869,95849,2830
56,Dang,2955,mid-west,terai,2007/2008,paddy,36578,115977,3171
56,Dang,2955,mid-west,terai,2008/2009,paddy,37458,124327,3319
56,Dang,2955,mid-west,terai,2009/2010,paddy,35050,112552,3211
56,Dang,2955,mid-west,terai,2010/2011,paddy,38500,115962,3012
56,Dang,2955,mid-west,terai,2011/2012,paddy,38300,157030,4100
56,Dang,2955,mid-west,terai,2012/2013,paddy,37500,157384,4197
56,Dang,2955,mid-west,terai,2013/2014,paddy,38230,156292,4088
56,Dang,2955,mid-west,terai,2014/2015,paddy,36508,156984,4300
57,Banke,2337,mid-west,terai,2000/2001,paddy,32000,93760,2930
57,Banke,2337,mid-west,terai,2001/2002,paddy,28359,45854,1617
57,Banke,2337,mid-west,terai,2002/2003,paddy,33160,90546,2731
57,Banke,2337,mid-west,terai,2003/2004,paddy,33160,90546,2731
57,Banke,2337,mid-west,terai,2004/2005,paddy,29425,39212,1333
57,Banke,2337,mid-west,terai,2005/2006,paddy,31500,84720,2690
57,Banke,2337,mid-west,terai,2006/2007,paddy,29032,63870,2200
57,Banke,2337,mid-west,terai,2007/2008,paddy,33500,95100,2839
57,Banke,2337,mid-west,terai,2008/2009,paddy,36500,110550,3029
57,Banke,2337,mid-west,terai,2009/2010,paddy,34500,102225,2963
57,Banke,2337,mid-west,terai,2010/2011,paddy,36500,119720,3280
57,Banke,2337,mid-west,terai,2011/2012,paddy,36462,123971,3400
57,Banke,2337,mid-west,terai,2012/2013,paddy,33675,109226,3244
57,Banke,2337,mid-west,terai,2013/2014,paddy,36500,128700,3526
57,Banke,2337,mid-west,terai,2014/2015,paddy,32500,102375,3150
58,Bardiya,2025,mid-west,terai,2000/2001,paddy,36996,115670,3127
58,Bardiya,2025,mid-west,terai,2001/2002,paddy,35000,105420,3012
58,Bardiya,2025,mid-west,terai,2002/2003,paddy,36630,114280,3120
58,Bardiya,2025,mid-west,terai,2003/2004,paddy,36630,114280,3120
58,Bardiya,2025,mid-west,terai,2004/2005,paddy,36630,114280,3120
58,Bardiya,2025,mid-west,terai,2005/2006,paddy,36600,118680,3243
58,Bardiya,2025,mid-west,terai,2006/2007,paddy,36640,106256,2900
58,Bardiya,2025,mid-west,terai,2007/2008,paddy,38000,120850,3180
58,Bardiya,2025,mid-west,terai,2008/2009,paddy,38500,123200,3200
58,Bardiya,2025,mid-west,terai,2009/2010,paddy,39500,126800,3210
58,Bardiya,2025,mid-west,terai,2010/2011,paddy,42550,148925,3500
58,Bardiya,2025,mid-west,terai,2011/2012,paddy,45500,188825,4150
58,Bardiya,2025,mid-west,terai,2012/2013,paddy,45000,159575,3546
58,Bardiya,2025,mid-west,terai,2013/2014,paddy,52000,199575,3838
58,Bardiya,2025,mid-west,terai,2014/2015,paddy,48500,205000,4227
59,Surkhet,2451,mid-west,hill,2000/2001,paddy,12440,32252,2593
59,Surkhet,2451,mid-west,hill,2001/2002,paddy,12327,20673,1677
59,Surkhet,2451,mid-west,hill,2002/2003,paddy,12440,25400,2042
59,Surkhet,2451,mid-west,hill,2003/2004,paddy,12440,25400,2042
59,Surkhet,2451,mid-west,hill,2004/2005,paddy,12440,34210,2750
59,Surkhet,2451,mid-west,hill,2005/2006,paddy,12440,34645,2785
59,Surkhet,2451,mid-west,hill,2006/2007,paddy,12400,38440,3100
59,Surkhet,2451,mid-west,hill,2007/2008,paddy,12400,38440,3100
59,Surkhet,2451,mid-west,hill,2008/2009,paddy,12800,42800,3344
59,Surkhet,2451,mid-west,hill,2009/2010,paddy,13800,44160,3200
59,Surkhet,2451,mid-west,hill,2010/2011,paddy,13870,47435,3420
59,Surkhet,2451,mid-west,hill,2011/2012,paddy,14600,54298,3719
59,Surkhet,2451,mid-west,hill,2012/2013,paddy,14000,48869,3491
59,Surkhet,2451,mid-west,hill,2013/2014,paddy,14600,59322,4063
59,Surkhet,2451,mid-west,hill,2014/2015,paddy,13252,50371,3801
60,Dailekh,1502,mid-west,hill,2000/2001,paddy,8547,16785,1964
60,Dailekh,1502,mid-west,hill,2001/2002,paddy,8600,16620,1933
60,Dailekh,1502,mid-west,hill,2002/2003,paddy,8600,17300,2012
60,Dailekh,1502,mid-west,hill,2003/2004,paddy,8600,17300,2012
60,Dailekh,1502,mid-west,hill,2004/2005,paddy,8600,20640,2400
60,Dailekh,1502,mid-west,hill,2005/2006,paddy,8600,20640,2400
60,Dailekh,1502,mid-west,hill,2006/2007,paddy,8600,22360,2600
60,Dailekh,1502,mid-west,hill,2007/2008,paddy,8200,20500,2500
60,Dailekh,1502,mid-west,hill,2008/2009,paddy,8200,20500,2500
60,Dailekh,1502,mid-west,hill,2009/2010,paddy,8507,24755,2910
60,Dailekh,1502,mid-west,hill,2010/2011,paddy,8507,26627,3130
60,Dailekh,1502,mid-west,hill,2011/2012,paddy,8507,28073,3300
60,Dailekh,1502,mid-west,hill,2012/2013,paddy,8507,25953,3051
60,Dailekh,1502,mid-west,hill,2013/2014,paddy,8307,25464,3065
60,Dailekh,1502,mid-west,hill,2014/2015,paddy,8307,26161,3149
61,Jajarkot,2230,mid-west,hill,2000/2001,paddy,3502,6886,1966
61,Jajarkot,2230,mid-west,hill,2001/2002,paddy,3500,7900,2257
61,Jajarkot,2230,mid-west,hill,2002/2003,paddy,3500,7900,2257
61,Jajarkot,2230,mid-west,hill,2003/2004,paddy,3500,7900,2257
61,Jajarkot,2230,mid-west,hill,2004/2005,paddy,3500,7900,2257
61,Jajarkot,2230,mid-west,hill,2005/2006,paddy,3500,7900,2257
61,Jajarkot,2230,mid-west,hill,2006/2007,paddy,3500,7000,2000
61,Jajarkot,2230,mid-west,hill,2007/2008,paddy,3500,7000,2000
61,Jajarkot,2230,mid-west,hill,2008/2009,paddy,3570,6920,1938
61,Jajarkot,2230,mid-west,hill,2009/2010,paddy,3573,10004,2800
61,Jajarkot,2230,mid-west,hill,2010/2011,paddy,3455,11488,3325
61,Jajarkot,2230,mid-west,hill,2011/2012,paddy,3515,10038,2856
61,Jajarkot,2230,mid-west,hill,2012/2013,paddy,3737,10403,2784
61,Jajarkot,2230,mid-west,hill,2013/2014,paddy,4042,10812,2675
61,Jajarkot,2230,mid-west,hill,2014/2015,paddy,4042,10812,2675
62,Dolpa,7889,mid-west,mountain,2000/2001,paddy,410,450,1098
62,Dolpa,7889,mid-west,mountain,2001/2002,paddy,190,228,1200
62,Dolpa,7889,mid-west,mountain,2002/2003,paddy,190,228,1200
62,Dolpa,7889,mid-west,mountain,2003/2004,paddy,190,228,1200
62,Dolpa,7889,mid-west,mountain,2004/2005,paddy,190,228,1200
62,Dolpa,7889,mid-west,mountain,2005/2006,paddy,260,446,1715
62,Dolpa,7889,mid-west,mountain,2006/2007,paddy,260,455,1750
62,Dolpa,7889,mid-west,mountain,2007/2008,paddy,270,472,1748
62,Dolpa,7889,mid-west,mountain,2008/2009,paddy,270,475,1759
62,Dolpa,7889,mid-west,mountain,2009/2010,paddy,270,567,2100
62,Dolpa,7889,mid-west,mountain,2010/2011,paddy,270,459,1700
62,Dolpa,7889,mid-west,mountain,2011/2012,paddy,276,605,2192
62,Dolpa,7889,mid-west,mountain,2012/2013,paddy,276,570,2065
62,Dolpa,7889,mid-west,mountain,2013/2014,paddy,276,590,2138
62,Dolpa,7889,mid-west,mountain,2014/2015,paddy,276,590,2138
63,Jumla,2531,mid-west,mountain,2000/2001,paddy,2775,2775,1000
63,Jumla,2531,mid-west,mountain,2001/2002,paddy,2800,4080,1457
63,Jumla,2531,mid-west,mountain,2002/2003,paddy,2800,4080,1457
63,Jumla,2531,mid-west,mountain,2003/2004,paddy,2800,4080,1457
63,Jumla,2531,mid-west,mountain,2004/2005,paddy,2850,4500,1579
63,Jumla,2531,mid-west,mountain,2005/2006,paddy,2850,3344,1173
63,Jumla,2531,mid-west,mountain,2006/2007,paddy,2850,4844,1700
63,Jumla,2531,mid-west,mountain,2007/2008,paddy,2850,4844,1700
63,Jumla,2531,mid-west,mountain,2008/2009,paddy,2850,4844,1700
63,Jumla,2531,mid-west,mountain,2009/2010,paddy,2964,5335,1800
63,Jumla,2531,mid-west,mountain,2010/2011,paddy,2750,4920,1789
63,Jumla,2531,mid-west,mountain,2011/2012,paddy,3000,3600,1200
63,Jumla,2531,mid-west,mountain,2012/2013,paddy,2950,6490,2200
63,Jumla,2531,mid-west,mountain,2013/2014,paddy,2950,6490,2200
63,Jumla,2531,mid-west,mountain,2014/2015,paddy,2950,7375,2500
64,Kalikot,1741,mid-west,mountain,2000/2001,paddy,2684,4368,1627
64,Kalikot,1741,mid-west,mountain,2001/2002,paddy,2080,2820,1356
64,Kalikot,1741,mid-west,mountain,2002/2003,paddy,2080,2820,1356
64,Kalikot,1741,mid-west,mountain,2003/2004,paddy,2080,2820,1356
64,Kalikot,1741,mid-west,mountain,2004/2005,paddy,2080,2820,1356
64,Kalikot,1741,mid-west,mountain,2005/2006,paddy,2080,2225,1070
64,Kalikot,1741,mid-west,mountain,2006/2007,paddy,2080,3850,1851
64,Kalikot,1741,mid-west,mountain,2007/2008,paddy,2220,4600,2072
64,Kalikot,1741,mid-west,mountain,2008/2009,paddy,2225,4610,2072
64,Kalikot,1741,mid-west,mountain,2009/2010,paddy,3222,6431,1996
64,Kalikot,1741,mid-west,mountain,2010/2011,paddy,3522,7435,2111
64,Kalikot,1741,mid-west,mountain,2011/2012,paddy,3465,5748,1659
64,Kalikot,1741,mid-west,mountain,2012/2013,paddy,3062,6240,2038
64,Kalikot,1741,mid-west,mountain,2013/2014,paddy,2466,5932,2406
64,Kalikot,1741,mid-west,mountain,2014/2015,paddy,2563,6671,2603
65,Mugu,3535,mid-west,mountain,2000/2001,paddy,800,850,1063
65,Mugu,3535,mid-west,mountain,2001/2002,paddy,850,1553,1827
65,Mugu,3535,mid-west,mountain,2002/2003,paddy,850,1553,1827
65,Mugu,3535,mid-west,mountain,2003/2004,paddy,850,1553,1827
65,Mugu,3535,mid-west,mountain,2004/2005,paddy,1850,5550,3000
65,Mugu,3535,mid-west,mountain,2005/2006,paddy,1850,4078,2204
65,Mugu,3535,mid-west,mountain,2006/2007,paddy,1050,1785,1700
65,Mugu,3535,mid-west,mountain,2007/2008,paddy,1050,1785,1700
65,Mugu,3535,mid-west,mountain,2008/2009,paddy,1050,1785,1700
65,Mugu,3535,mid-west,mountain,2009/2010,paddy,1167,2346,2010
65,Mugu,3535,mid-west,mountain,2010/2011,paddy,1265,2531,2001
65,Mugu,3535,mid-west,mountain,2011/2012,paddy,1294,2556,1975
65,Mugu,3535,mid-west,mountain,2012/2013,paddy,1394,2700,1937
65,Mugu,3535,mid-west,mountain,2013/2014,paddy,1500,3751,2501
65,Mugu,3535,mid-west,mountain,2014/2015,paddy,1350,2551,1890
66,Humla,5655,mid-west,mountain,2000/2001,paddy,543,602,1109
66,Humla,5655,mid-west,mountain,2001/2002,paddy,540,860,1593
66,Humla,5655,mid-west,mountain,2002/2003,paddy,547,825,1508
66,Humla,5655,mid-west,mountain,2003/2004,paddy,547,825,1508
66,Humla,5655,mid-west,mountain,2004/2005,paddy,550,840,1527
66,Humla,5655,mid-west,mountain,2005/2006,paddy,550,420,764
66,Humla,5655,mid-west,mountain,2006/2007,paddy,550,910,1655
66,Humla,5655,mid-west,mountain,2007/2008,paddy,550,910,1655
66,Humla,5655,mid-west,mountain,2008/2009,paddy,550,910,1655
66,Humla,5655,mid-west,mountain,2009/2010,paddy,561,842,1501
66,Humla,5655,mid-west,mountain,2010/2011,paddy,565,781,1382
66,Humla,5655,mid-west,mountain,2011/2012,paddy,572,875,1530
66,Humla,5655,mid-west,mountain,2012/2013,paddy,575,915,1591
66,Humla,5655,mid-west,mountain,2013/2014,paddy,572,966,1689
66,Humla,5655,mid-west,mountain,2014/2015,paddy,574,880,1533
67,Bajura,2188,far-west,mountain,2000/2001,paddy,3310,6660,2012
67,Bajura,2188,far-west,mountain,2001/2002,paddy,3260,6010,1844
67,Bajura,2188,far-west,mountain,2002/2003,paddy,3260,6010,1844
67,Bajura,2188,far-west,mountain,2003/2004,paddy,3260,6010,1844
67,Bajura,2188,far-west,mountain,2004/2005,paddy,3260,6010,1844
67,Bajura,2188,far-west,mountain,2005/2006,paddy,3260,6010,1844
67,Bajura,2188,far-west,mountain,2006/2007,paddy,2900,5280,1821
67,Bajura,2188,far-west,mountain,2007/2008,paddy,3310,6103,1844
67,Bajura,2188,far-west,mountain,2008/2009,paddy,3310,6103,1844
67,Bajura,2188,far-west,mountain,2009/2010,paddy,2910,4365,1500
67,Bajura,2188,far-west,mountain,2010/2011,paddy,3010,5418,1800
67,Bajura,2188,far-west,mountain,2011/2012,paddy,3310,7613,2300
67,Bajura,2188,far-west,mountain,2012/2013,paddy,3310,7613,2300
67,Bajura,2188,far-west,mountain,2013/2014,paddy,3310,7993,2415
67,Bajura,2188,far-west,mountain,2014/2015,paddy,3310,7993,2415
68,Bajhang,3422,far-west,mountain,2000/2001,paddy,5314,9557,1798
68,Bajhang,3422,far-west,mountain,2001/2002,paddy,5930,10750,1813
68,Bajhang,3422,far-west,mountain,2002/2003,paddy,5930,10750,1813
68,Bajhang,3422,far-west,mountain,2003/2004,paddy,5930,10750,1813
68,Bajhang,3422,far-west,mountain,2004/2005,paddy,5930,10750,1813
68,Bajhang,3422,far-west,mountain,2005/2006,paddy,5930,10750,1813
68,Bajhang,3422,far-west,mountain,2006/2007,paddy,5742,9949,1733
68,Bajhang,3422,far-west,mountain,2007/2008,paddy,6005,9200,1532
68,Bajhang,3422,far-west,mountain,2008/2009,paddy,6005,9200,1532
68,Bajhang,3422,far-west,mountain,2009/2010,paddy,6000,9000,1500
68,Bajhang,3422,far-west,mountain,2010/2011,paddy,7005,16215,2315
68,Bajhang,3422,far-west,mountain,2011/2012,paddy,7006,18285,2610
68,Bajhang,3422,far-west,mountain,2012/2013,paddy,7006,20528,2930
68,Bajhang,3422,far-west,mountain,2013/2014,paddy,7006,22769,3250
68,Bajhang,3422,far-west,mountain,2014/2015,paddy,7006,22769,3250
69,Achham,1680,far-west,hill,2000/2001,paddy,6992,16781,2400
69,Achham,1680,far-west,hill,2001/2002,paddy,6910,15270,2210
69,Achham,1680,far-west,hill,2002/2003,paddy,6910,15270,2210
69,Achham,1680,far-west,hill,2003/2004,paddy,6910,15270,2210
69,Achham,1680,far-west,hill,2004/2005,paddy,6910,15270,2210
69,Achham,1680,far-west,hill,2005/2006,paddy,6910,15270,2210
69,Achham,1680,far-west,hill,2006/2007,paddy,7480,14960,2000
69,Achham,1680,far-west,hill,2007/2008,paddy,7480,14960,2000
69,Achham,1680,far-west,hill,2008/2009,paddy,7480,14960,2000
69,Achham,1680,far-west,hill,2009/2010,paddy,7450,13700,1839
69,Achham,1680,far-west,hill,2010/2011,paddy,9450,22680,2400
69,Achham,1680,far-west,hill,2011/2012,paddy,11570,30660,2650
69,Achham,1680,far-west,hill,2012/2013,paddy,12569,31138,2477
69,Achham,1680,far-west,hill,2013/2014,paddy,16572,34795,2100
69,Achham,1680,far-west,hill,2014/2015,paddy,16500,34795,2109
70,Doti,2025,far-west,hill,2000/2001,paddy,6800,18536,2726
70,Doti,2025,far-west,hill,2001/2002,paddy,7100,15345,2161
70,Doti,2025,far-west,hill,2002/2003,paddy,7175,15734,2193
70,Doti,2025,far-west,hill,2003/2004,paddy,7175,15734,2193
70,Doti,2025,far-west,hill,2004/2005,paddy,8300,19920,2400
70,Doti,2025,far-west,hill,2005/2006,paddy,7100,15345,2161
70,Doti,2025,far-west,hill,2006/2007,paddy,7500,17393,2319
70,Doti,2025,far-west,hill,2007/2008,paddy,7500,17544,2339
70,Doti,2025,far-west,hill,2008/2009,paddy,7555,18500,2449
70,Doti,2025,far-west,hill,2009/2010,paddy,7570,18000,2378
70,Doti,2025,far-west,hill,2010/2011,paddy,7570,18000,2378
70,Doti,2025,far-west,hill,2011/2012,paddy,9750,24375,2500
70,Doti,2025,far-west,hill,2012/2013,paddy,11715,22844,1950
70,Doti,2025,far-west,hill,2013/2014,paddy,10665,22396,2100
70,Doti,2025,far-west,hill,2014/2015,paddy,10600,22396,2113
71,Kailali,3235,far-west,terai,2000/2001,paddy,57000,172118,3020
71,Kailali,3235,far-west,terai,2001/2002,paddy,54150,132450,2446
71,Kailali,3235,far-west,terai,2002/2003,paddy,57000,167690,2942
71,Kailali,3235,far-west,terai,2003/2004,paddy,57000,167690,2942
71,Kailali,3235,far-west,terai,2004/2005,paddy,57310,150540,2627
71,Kailali,3235,far-west,terai,2005/2006,paddy,57000,149205,2618
71,Kailali,3235,far-west,terai,2006/2007,paddy,57900,146076,2523
71,Kailali,3235,far-west,terai,2007/2008,paddy,60000,150000,2500
71,Kailali,3235,far-west,terai,2008/2009,paddy,60000,165000,2750
71,Kailali,3235,far-west,terai,2009/2010,paddy,58500,146400,2503
71,Kailali,3235,far-west,terai,2010/2011,paddy,60000,174000,2900
71,Kailali,3235,far-west,terai,2011/2012,paddy,65500,203050,3100
71,Kailali,3235,far-west,terai,2012/2013,paddy,64400,185980,2888
71,Kailali,3235,far-west,terai,2013/2014,paddy,71450,209757,2936
71,Kailali,3235,far-west,terai,2014/2015,paddy,70400,209757,2980
72,Kanchanpur,1610,far-west,terai,2000/2001,paddy,44795,120450,2689
72,Kanchanpur,1610,far-west,terai,2001/2002,paddy,41970,104530,2491
72,Kanchanpur,1610,far-west,terai,2002/2003,paddy,44300,114810,2592
72,Kanchanpur,1610,far-west,terai,2003/2004,paddy,44300,114810,2592
72,Kanchanpur,1610,far-west,terai,2004/2005,paddy,44636,114810,2572
72,Kanchanpur,1610,far-west,terai,2005/2006,paddy,43872,115628,2636
72,Kanchanpur,1610,far-west,terai,2006/2007,paddy,46639,130589,2800
72,Kanchanpur,1610,far-west,terai,2007/2008,paddy,46600,134500,2886
72,Kanchanpur,1610,far-west,terai,2008/2009,paddy,46655,119700,2566
72,Kanchanpur,1610,far-west,terai,2009/2010,paddy,45400,116090,2557
72,Kanchanpur,1610,far-west,terai,2010/2011,paddy,46655,139965,3000
72,Kanchanpur,1610,far-west,terai,2011/2012,paddy,46655,144630,3100
72,Kanchanpur,1610,far-west,terai,2012/2013,paddy,44500,138630,3115
72,Kanchanpur,1610,far-west,terai,2013/2014,paddy,48796,143704,2945
72,Kanchanpur,1610,far-west,terai,2014/2015,paddy,45600,143704,3151
73,Dadeldhura,1538,far-west,hill,2000/2001,paddy,7023,17557,2500
73,Dadeldhura,1538,far-west,hill,2001/2002,paddy,6847,15748,2300
73,Dadeldhura,1538,far-west,hill,2002/2003,paddy,6900,15870,2300
73,Dadeldhura,1538,far-west,hill,2003/2004,paddy,6900,15870,2300
73,Dadeldhura,1538,far-west,hill,2004/2005,paddy,6835,19753,2890
73,Dadeldhura,1538,far-west,hill,2005/2006,paddy,6840,15748,2302
73,Dadeldhura,1538,far-west,hill,2006/2007,paddy,6217,14299,2300
73,Dadeldhura,1538,far-west,hill,2007/2008,paddy,6217,14313,2302
73,Dadeldhura,1538,far-west,hill,2008/2009,paddy,6221,17500,2813
73,Dadeldhura,1538,far-west,hill,2009/2010,paddy,6221,13064,2100
73,Dadeldhura,1538,far-west,hill,2010/2011,paddy,6221,14182,2280
73,Dadeldhura,1538,far-west,hill,2011/2012,paddy,6221,15182,2440
73,Dadeldhura,1538,far-west,hill,2012/2013,paddy,6221,16414,2638
73,Dadeldhura,1538,far-west,hill,2013/2014,paddy,6221,18066,2904
73,Dadeldhura,1538,far-west,hill,2014/2015,paddy,5221,19000,3639
74,Baitadi,1519,far-west,hill,2000/2001,paddy,5330,10660,2000
74,Baitadi,1519,far-west,hill,2001/2002,paddy,5325,9050,1700
74,Baitadi,1519,far-west,hill,2002/2003,paddy,5325,10500,1972
74,Baitadi,1519,far-west,hill,2003/2004,paddy,5325,10500,1972
74,Baitadi,1519,far-west,hill,2004/2005,paddy,6100,14030,2300
74,Baitadi,1519,far-west,hill,2005/2006,paddy,5320,9050,1701
74,Baitadi,1519,far-west,hill,2006/2007,paddy,5320,8138,1530
74,Baitadi,1519,far-west,hill,2007/2008,paddy,5330,9660,1812
74,Baitadi,1519,far-west,hill,2008/2009,paddy,5330,9660,1812
74,Baitadi,1519,far-west,hill,2009/2010,paddy,5300,10017,1890
74,Baitadi,1519,far-west,hill,2010/2011,paddy,5300,10017,1890
74,Baitadi,1519,far-west,hill,2011/2012,paddy,6000,15000,2500
74,Baitadi,1519,far-west,hill,2012/2013,paddy,6500,14280,2197
74,Baitadi,1519,far-west,hill,2013/2014,paddy,7000,15680,2240
74,Baitadi,1519,far-west,hill,2014/2015,paddy,7000,15680,2240
75,Darchula,2322,far-west,mountain,2000/2001,paddy,3100,7120,2297
75,Darchula,2322,far-west,mountain,2001/2002,paddy,3050,6100,2000
75,Darchula,2322,far-west,mountain,2002/2003,paddy,3050,6100,2000
75,Darchula,2322,far-west,mountain,2003/2004,paddy,3050,6100,2000
75,Darchula,2322,far-west,mountain,2004/2005,paddy,4500,11900,2644
75,Darchula,2322,far-west,mountain,2005/2006,paddy,4050,8100,2000
75,Darchula,2322,far-west,mountain,2006/2007,paddy,3966,7289,1838
75,Darchula,2322,far-west,mountain,2007/2008,paddy,3950,7480,1894
75,Darchula,2322,far-west,mountain,2008/2009,paddy,3950,7480,1894
75,Darchula,2322,far-west,mountain,2009/2010,paddy,4180,7450,1782
75,Darchula,2322,far-west,mountain,2010/2011,paddy,4290,10725,2500
75,Darchula,2322,far-west,mountain,2011/2012,paddy,4480,11709,2614
75,Darchula,2322,far-west,mountain,2012/2013,paddy,4480,11027,2461
75,Darchula,2322,far-west,mountain,2013/2014,paddy,4480,10631,2373
75,Darchula,2322,far-west,mountain,2014/2015,paddy,4480,10631,2373
