dcode,dname,area,dev_reg,eco_belt,yearcode,crop_name,amillet,pmillet,ymillet
26,Bhaktapur,119,central,hill,2002/2003,Millet,160,200,1250
26,Bhaktapur,119,central,hill,2003/2004,Millet,160,200,1250
26,Bhaktapur,119,central,hill,2004/2005,Millet,100,140,1400
26,Bhaktapur,119,central,hill,2005/2006,Millet,100,140,1400
26,Bhaktapur,119,central,hill,2006/2007,Millet,100,140,1400
26,Bhaktapur,119,central,hill,2007/2008,Millet,100,140,1400
26,Bhaktapur,119,central,hill,2008/2009,Millet,100,140,1400
26,Bhaktapur,119,central,hill,2009/2010,Millet,100,100,1000
26,Bhaktapur,119,central,hill,2010/2011,Millet,100,140,1400
26,Bhaktapur,119,central,hill,2011/2012,Millet,100,140,1400
26,Bhaktapur,119,central,hill,2012/2013,Millet,106,150,1415
26,Bhaktapur,119,central,hill,2013/2014,Millet,106,153,1443
26,Bhaktapur,119,central,hill,2014/2015,Millet,110,156,1418
27,Kathmandu,395,central,hill,2000/2001,Millet,996,1004,1008
27,Kathmandu,395,central,hill,2001/2002,Millet,900,900,1000
27,Kathmandu,395,central,hill,2002/2003,Millet,900,900,1000
27,Kathmandu,395,central,hill,2003/2004,Millet,900,900,1000
27,Kathmandu,395,central,hill,2004/2005,Millet,890,890,1000
27,Kathmandu,395,central,hill,2005/2006,Millet,880,880,1000
27,Kathmandu,395,central,hill,2006/2007,Millet,860,860,1000
27,Kathmandu,395,central,hill,2007/2008,Millet,870,870,1000
27,Kathmandu,395,central,hill,2008/2009,Millet,850,850,1000
27,Kathmandu,395,central,hill,2009/2010,Millet,850,850,1000
27,Kathmandu,395,central,hill,2010/2011,Millet,714,715,1001
27,Kathmandu,395,central,hill,2011/2012,Millet,852,852,1000
27,Kathmandu,395,central,hill,2012/2013,Millet,850,850,1000
27,Kathmandu,395,central,hill,2013/2014,Millet,852,852,1000
27,Kathmandu,395,central,hill,2014/2015,Millet,852,852,1000
28,Nuwakot,1121,central,hill,2000/2001,Millet,5900,6400,1085
28,Nuwakot,1121,central,hill,2001/2002,Millet,5900,6490,1100
28,Nuwakot,1121,central,hill,2002/2003,Millet,5900,6490,1100
28,Nuwakot,1121,central,hill,2003/2004,Millet,5900,6490,1100
28,Nuwakot,1121,central,hill,2004/2005,Millet,5900,6500,1102
28,Nuwakot,1121,central,hill,2005/2006,Millet,5900,7850,1331
28,Nuwakot,1121,central,hill,2006/2007,Millet,5900,7080,1200
28,Nuwakot,1121,central,hill,2007/2008,Millet,5900,7800,1322
28,Nuwakot,1121,central,hill,2008/2009,Millet,5822,7051,1211
28,Nuwakot,1121,central,hill,2009/2010,Millet,5822,7051,1211
28,Nuwakot,1121,central,hill,2010/2011,Millet,5805,10449,1800
28,Nuwakot,1121,central,hill,2011/2012,Millet,5805,10681,1840
28,Nuwakot,1121,central,hill,2012/2013,Millet,5085,9153,1800
28,Nuwakot,1121,central,hill,2013/2014,Millet,5120,9728,1900
28,Nuwakot,1121,central,hill,2014/2015,Millet,5125,9950,1941
29,Rasuwa,1544,central,mountain,2000/2001,Millet,1330,1436,1080
29,Rasuwa,1544,central,mountain,2001/2002,Millet,1330,1330,1000
29,Rasuwa,1544,central,mountain,2002/2003,Millet,1330,1330,1000
29,Rasuwa,1544,central,mountain,2003/2004,Millet,1330,1330,1000
29,Rasuwa,1544,central,mountain,2004/2005,Millet,1050,1155,1100
29,Rasuwa,1544,central,mountain,2005/2006,Millet,1050,1155,1100
29,Rasuwa,1544,central,mountain,2006/2007,Millet,1050,1155,1100
29,Rasuwa,1544,central,mountain,2007/2008,Millet,1050,1155,1100
29,Rasuwa,1544,central,mountain,2008/2009,Millet,1050,1155,1100
29,Rasuwa,1544,central,mountain,2009/2010,Millet,1050,1060,1010
29,Rasuwa,1544,central,mountain,2010/2011,Millet,1045,1035,990
29,Rasuwa,1544,central,mountain,2011/2012,Millet,980,901,920
29,Rasuwa,1544,central,mountain,2012/2013,Millet,980,791,807
29,Rasuwa,1544,central,mountain,2013/2014,Millet,900,833,926
29,Rasuwa,1544,central,mountain,2014/2015,Millet,895,902,1008
30,Dhading,1926,central,hill,2000/2001,Millet,6870,5700,830
30,Dhading,1926,central,hill,2001/2002,Millet,7250,7010,967
30,Dhading,1926,central,hill,2002/2003,Millet,7250,7010,967
30,Dhading,1926,central,hill,2003/2004,Millet,7250,7010,967
30,Dhading,1926,central,hill,2004/2005,Millet,7589,7303,962
30,Dhading,1926,central,hill,2005/2006,Millet,7589,7603,1002
30,Dhading,1926,central,hill,2006/2007,Millet,7590,7590,1000
30,Dhading,1926,central,hill,2007/2008,Millet,7585,7615,1004
30,Dhading,1926,central,hill,2008/2009,Millet,7540,7540,1000
30,Dhading,1926,central,hill,2009/2010,Millet,7520,7540,1003
30,Dhading,1926,central,hill,2010/2011,Millet,7140,7160,1003
30,Dhading,1926,central,hill,2011/2012,Millet,6930,6930,1000
30,Dhading,1926,central,hill,2012/2013,Millet,6930,6445,930
30,Dhading,1926,central,hill,2013/2014,Millet,6930,6953,1003
30,Dhading,1926,central,hill,2014/2015,Millet,6930,6594,952
31,Makwanpur,2426,central,hill,2000/2001,Millet,2875,3220,1120
31,Makwanpur,2426,central,hill,2001/2002,Millet,2800,3135,1120
31,Makwanpur,2426,central,hill,2002/2003,Millet,2800,3135,1120
31,Makwanpur,2426,central,hill,2003/2004,Millet,2800,3135,1120
31,Makwanpur,2426,central,hill,2004/2005,Millet,2792,3127,1120
31,Makwanpur,2426,central,hill,2005/2006,Millet,2792,3127,1120
31,Makwanpur,2426,central,hill,2006/2007,Millet,2961,3216,1086
31,Makwanpur,2426,central,hill,2007/2008,Millet,2792,3235,1159
31,Makwanpur,2426,central,hill,2008/2009,Millet,2900,3300,1138
31,Makwanpur,2426,central,hill,2009/2010,Millet,2860,3192,1116
31,Makwanpur,2426,central,hill,2010/2011,Millet,2850,3206,1125
31,Makwanpur,2426,central,hill,2011/2012,Millet,2660,3254,1223
31,Makwanpur,2426,central,hill,2012/2013,Millet,2660,3257,1224
31,Makwanpur,2426,central,hill,2013/2014,Millet,2645,3280,1240
31,Makwanpur,2426,central,hill,2014/2015,Millet,2645,3280,1240
32,Rautahat,1126,central,terai,2000/2001,Millet,80,96,1200
32,Rautahat,1126,central,terai,2001/2002,Millet,75,75,1000
32,Rautahat,1126,central,terai,2002/2003,Millet,75,75,1000
32,Rautahat,1126,central,terai,2003/2004,Millet,75,75,1000
32,Rautahat,1126,central,terai,2004/2005,Millet,75,75,1000
32,Rautahat,1126,central,terai,2005/2006,Millet,75,75,1000
32,Rautahat,1126,central,terai,2006/2007,Millet,75,75,1000
32,Rautahat,1126,central,terai,2007/2008,Millet,70,56,800
32,Rautahat,1126,central,terai,2008/2009,Millet,60,54,900
32,Rautahat,1126,central,terai,2009/2010,Millet,60,65,1083
32,Rautahat,1126,central,terai,2010/2011,Millet,60,45,750
32,Rautahat,1126,central,terai,2011/2012,Millet,60,51,850
32,Rautahat,1126,central,terai,2012/2013,Millet,60,51,850
32,Rautahat,1126,central,terai,2013/2014,Millet,60,52,867
32,Rautahat,1126,central,terai,2014/2015,Millet,62,53,855
33,Bara,1190,central,terai,2000/2001,Millet,125,125,1000
33,Bara,1190,central,terai,2001/2002,Millet,102,150,1471
33,Bara,1190,central,terai,2002/2003,Millet,105,76,724
33,Bara,1190,central,terai,2003/2004,Millet,105,76,724
33,Bara,1190,central,terai,2004/2005,Millet,102,76,745
33,Bara,1190,central,terai,2005/2006,Millet,100,112,1120
33,Bara,1190,central,terai,2006/2007,Millet,73,93,1274
33,Bara,1190,central,terai,2007/2008,Millet,70,80,1143
33,Bara,1190,central,terai,2008/2009,Millet,75,100,1333
33,Bara,1190,central,terai,2009/2010,Millet,78,101,1295
33,Bara,1190,central,terai,2010/2011,Millet,78,85,1090
33,Bara,1190,central,terai,2011/2012,Millet,77,98,1280
33,Bara,1190,central,terai,2012/2013,Millet,70,91,1300
33,Bara,1190,central,terai,2013/2014,Millet,78,105,1346
33,Bara,1190,central,terai,2014/2015,Millet,79,103,1304
34,Parsa,1353,central,terai,2000/2001,Millet,105,105,1000
34,Parsa,1353,central,terai,2001/2002,Millet,103,103,1000
34,Parsa,1353,central,terai,2002/2003,Millet,103,103,1000
34,Parsa,1353,central,terai,2003/2004,Millet,103,103,1000
34,Parsa,1353,central,terai,2004/2005,Millet,90,90,1000
34,Parsa,1353,central,terai,2005/2006,Millet,90,90,1000
34,Parsa,1353,central,terai,2006/2007,Millet,80,75,938
34,Parsa,1353,central,terai,2007/2008,Millet,80,80,1000
34,Parsa,1353,central,terai,2008/2009,Millet,75,75,1000
34,Parsa,1353,central,terai,2009/2010,Millet,75,75,1000
34,Parsa,1353,central,terai,2010/2011,Millet,81,83,1025
34,Parsa,1353,central,terai,2011/2012,Millet,82,75.44,920
34,Parsa,1353,central,terai,2012/2013,Millet,85,77,906
34,Parsa,1353,central,terai,2013/2014,Millet,86,86,1000
34,Parsa,1353,central,terai,2014/2015,Millet,,,
35,Chitawan,2218,central,terai,2000/2001,Millet,2000,2400,1200
35,Chitawan,2218,central,terai,2001/2002,Millet,2000,2000,1000
35,Chitawan,2218,central,terai,2002/2003,Millet,2000,1600,800
35,Chitawan,2218,central,terai,2003/2004,Millet,2000,1600,800
35,Chitawan,2218,central,terai,2004/2005,Millet,1990,1990,1000
35,Chitawan,2218,central,terai,2005/2006,Millet,1950,1950,1000
35,Chitawan,2218,central,terai,2006/2007,Millet,1815,1810,997
35,Chitawan,2218,central,terai,2007/2008,Millet,1815,1810,997
35,Chitawan,2218,central,terai,2008/2009,Millet,1815,1815,1000
35,Chitawan,2218,central,terai,2009/2010,Millet,1810,1868,1032
35,Chitawan,2218,central,terai,2010/2011,Millet,1810,1868,1032
35,Chitawan,2218,central,terai,2011/2012,Millet,1750,1750,1000
35,Chitawan,2218,central,terai,2012/2013,Millet,1650,1650,1000
35,Chitawan,2218,central,terai,2013/2014,Millet,1650,1600,970
35,Chitawan,2218,central,terai,2014/2015,Millet,1550,1550,1000
36,Gorkha,3610,western,hill,2000/2001,Millet,137980,15984,1160
36,Gorkha,3610,western,hill,2001/2002,Millet,13780,16122,1170
36,Gorkha,3610,western,hill,2002/2003,Millet,13740,16350,1190
36,Gorkha,3610,western,hill,2003/2004,Millet,13740,16350,1190
36,Gorkha,3610,western,hill,2004/2005,Millet,13740,16490,1200
36,Gorkha,3610,western,hill,2005/2006,Millet,13740,16490,1200
36,Gorkha,3610,western,hill,2006/2007,Millet,11679,13781,1180
36,Gorkha,3610,western,hill,2007/2008,Millet,11670,13800,1183
36,Gorkha,3610,western,hill,2008/2009,Millet,11680,13821,1183
36,Gorkha,3610,western,hill,2009/2010,Millet,11679,12679,1086
36,Gorkha,3610,western,hill,2010/2011,Millet,11605,11605,1000
36,Gorkha,3610,western,hill,2011/2012,Millet,11605,11605,1000
36,Gorkha,3610,western,hill,2012/2013,Millet,11605,13926,1200
36,Gorkha,3610,western,hill,2013/2014,Millet,11605,13928,1200
36,Gorkha,3610,western,hill,2014/2015,Millet,11605,15929,1373
37,Lamjung,1692,western,hill,2000/2001,Millet,8090,7520,930
37,Lamjung,1692,western,hill,2001/2002,Millet,9770,9770,1000
37,Lamjung,1692,western,hill,2002/2003,Millet,8100,7776,960
37,Lamjung,1692,western,hill,2003/2004,Millet,8100,7776,960
37,Lamjung,1692,western,hill,2004/2005,Millet,8120,7776,958
37,Lamjung,1692,western,hill,2005/2006,Millet,7988,8010,1003
37,Lamjung,1692,western,hill,2006/2007,Millet,7900,7512,951
37,Lamjung,1692,western,hill,2007/2008,Millet,7900,7512,951
37,Lamjung,1692,western,hill,2008/2009,Millet,7500,7500,1000
37,Lamjung,1692,western,hill,2009/2010,Millet,7900,8212,1039
37,Lamjung,1692,western,hill,2010/2011,Millet,7919,7919,1000
37,Lamjung,1692,western,hill,2011/2012,Millet,7919,9898,1249
37,Lamjung,1692,western,hill,2012/2013,Millet,7919,9936,1255
37,Lamjung,1692,western,hill,2013/2014,Millet,7919,7523,950
37,Lamjung,1692,western,hill,2014/2015,Millet,7919,8523,1076
38,Tanahu,1546,western,hill,2000/2001,Millet,6427,7809,1215
38,Tanahu,1546,western,hill,2001/2002,Millet,6425,7745,1205
38,Tanahu,1546,western,hill,2002/2003,Millet,6550,7700,1176
38,Tanahu,1546,western,hill,2003/2004,Millet,6550,7700,1176
38,Tanahu,1546,western,hill,2004/2005,Millet,6550,8089,1235
38,Tanahu,1546,western,hill,2005/2006,Millet,6600,8346,1265
38,Tanahu,1546,western,hill,2006/2007,Millet,6700,6180,922
38,Tanahu,1546,western,hill,2007/2008,Millet,6705,6200,925
38,Tanahu,1546,western,hill,2008/2009,Millet,6710,6274,935
38,Tanahu,1546,western,hill,2009/2010,Millet,6700,7289,1088
38,Tanahu,1546,western,hill,2010/2011,Millet,6710,6715,1001
38,Tanahu,1546,western,hill,2011/2012,Millet,6710,6710,1000
38,Tanahu,1546,western,hill,2012/2013,Millet,6710,6710,1000
38,Tanahu,1546,western,hill,2013/2014,Millet,6350,5715,900
38,Tanahu,1546,western,hill,2014/2015,Millet,6360,5850,920
39,Syangja,1164,western,hill,2000/2001,Millet,17500,21000,1200
39,Syangja,1164,western,hill,2001/2002,Millet,17500,21078,1204
39,Syangja,1164,western,hill,2002/2003,Millet,18000,21000,1167
39,Syangja,1164,western,hill,2003/2004,Millet,18000,21000,1167
39,Syangja,1164,western,hill,2004/2005,Millet,17000,20400,1200
39,Syangja,1164,western,hill,2005/2006,Millet,17000,20400,1200
39,Syangja,1164,western,hill,2006/2007,Millet,16800,20160,1200
39,Syangja,1164,western,hill,2007/2008,Millet,16800,20320,1210
39,Syangja,1164,western,hill,2008/2009,Millet,16800,19341,1151
39,Syangja,1164,western,hill,2009/2010,Millet,16800,19341,1151
39,Syangja,1164,western,hill,2010/2011,Millet,16805,19325,1150
39,Syangja,1164,western,hill,2011/2012,Millet,16805,19325,1150
39,Syangja,1164,western,hill,2012/2013,Millet,16805,19326,1150
39,Syangja,1164,western,hill,2013/2014,Millet,16805,18815,1120
39,Syangja,1164,western,hill,2014/2015,Millet,16505,19350,1172
40,Kaski,2017,western,hill,2000/2001,Millet,10557,10557,1000
40,Kaski,2017,western,hill,2001/2002,Millet,10524,14730,14000
40,Kaski,2017,western,hill,2002/2003,Millet,10488,14730,1404
40,Kaski,2017,western,hill,2003/2004,Millet,10488,14730,1404
40,Kaski,2017,western,hill,2004/2005,Millet,10488,14730,1404
40,Kaski,2017,western,hill,2005/2006,Millet,11479,15037,1310
40,Kaski,2017,western,hill,2006/2007,Millet,14485,19410,1340
40,Kaski,2017,western,hill,2007/2008,Millet,14485,19410,1340
40,Kaski,2017,western,hill,2008/2009,Millet,16101,19410,1206
40,Kaski,2017,western,hill,2009/2010,Millet,16050,18297,1140
40,Kaski,2017,western,hill,2010/2011,Millet,16640,17568,1056
40,Kaski,2017,western,hill,2011/2012,Millet,15110,17700,1171
40,Kaski,2017,western,hill,2012/2013,Millet,14757,17094,1158
40,Kaski,2017,western,hill,2013/2014,Millet,14767,17278,1170
40,Kaski,2017,western,hill,2014/2015,Millet,14767,18720,1268
41,Manang,2246,western,mountain,2000/2001,Millet,,,
41,Manang,2246,western,mountain,2001/2002,Millet,,,
41,Manang,2246,western,mountain,2002/2003,Millet,,,
41,Manang,2246,western,mountain,2003/2004,Millet,,,
41,Manang,2246,western,mountain,2004/2005,Millet,,,
41,Manang,2246,western,mountain,2005/2006,Millet,,,
41,Manang,2246,western,mountain,2006/2007,Millet,3,3,1000
41,Manang,2246,western,mountain,2007/2008,Millet,3,3,1000
41,Manang,2246,western,mountain,2008/2009,Millet,3,3,1000
41,Manang,2246,western,mountain,2009/2010,Millet,3,3,1000
41,Manang,2246,western,mountain,2010/2011,Millet,,,
41,Manang,2246,western,mountain,2011/2012,Millet,,,
41,Manang,2246,western,mountain,2012/2013,Millet,,,
41,Manang,2246,western,mountain,2013/2014,Millet,,,
41,Manang,2246,western,mountain,2014/2015,Millet,,,
42,Mustang,3573,western,mountain,2000/2001,Millet,,,
42,Mustang,3573,western,mountain,2001/2002,Millet,,,
42,Mustang,3573,western,mountain,2002/2003,Millet,,,
42,Mustang,3573,western,mountain,2003/2004,Millet,,,
42,Mustang,3573,western,mountain,2004/2005,Millet,,,
42,Mustang,3573,western,mountain,2005/2006,Millet,,,
42,Mustang,3573,western,mountain,2006/2007,Millet,4,4,1000
42,Mustang,3573,western,mountain,2007/2008,Millet,4,4,1000
42,Mustang,3573,western,mountain,2008/2009,Millet,4,4,1000
42,Mustang,3573,western,mountain,2009/2010,Millet,4,4,1000
42,Mustang,3573,western,mountain,2010/2011,Millet,,,
42,Mustang,3573,western,mountain,2011/2012,Millet,,,
42,Mustang,3573,western,mountain,2012/2013,Millet,,,
42,Mustang,3573,western,mountain,2013/2014,Millet,,,
42,Mustang,3573,western,mountain,2014/2015,Millet,,,
43,Myagdi,2297,western,hill,2000/2001,Millet,2808,2808,1000
43,Myagdi,2297,western,hill,2001/2002,Millet,2790,2790,1000
43,Myagdi,2297,western,hill,2002/2003,Millet,3730,3730,1000
43,Myagdi,2297,western,hill,2003/2004,Millet,3730,3730,1000
43,Myagdi,2297,western,hill,2004/2005,Millet,3780,3591,950
43,Myagdi,2297,western,hill,2005/2006,Millet,3780,3591,950
43,Myagdi,2297,western,hill,2006/2007,Millet,3780,3591,950
43,Myagdi,2297,western,hill,2007/2008,Millet,3758,3758,1000
43,Myagdi,2297,western,hill,2008/2009,Millet,3048,3105,1019
43,Myagdi,2297,western,hill,2009/2010,Millet,3048,3136,1029
43,Myagdi,2297,western,hill,2010/2011,Millet,3048,3320,1089
43,Myagdi,2297,western,hill,2011/2012,Millet,3048,3386,1111
43,Myagdi,2297,western,hill,2012/2013,Millet,2743,3390,1236
43,Myagdi,2297,western,hill,2013/2014,Millet,2743,3425,1249
43,Myagdi,2297,western,hill,2014/2015,Millet,2740,3493,1275
44,Parbat,494,western,hill,2000/2001,Millet,8948,8948,1000
44,Parbat,494,western,hill,2001/2002,Millet,8889,8500,956
44,Parbat,494,western,hill,2002/2003,Millet,8889,8711,980
44,Parbat,494,western,hill,2003/2004,Millet,8889,8711,980
44,Parbat,494,western,hill,2004/2005,Millet,8980,7812,870
44,Parbat,494,western,hill,2005/2006,Millet,8950,8771,980
44,Parbat,494,western,hill,2006/2007,Millet,8950,6970,779
44,Parbat,494,western,hill,2007/2008,Millet,8950,6970,779
44,Parbat,494,western,hill,2008/2009,Millet,8890,8110,912
44,Parbat,494,western,hill,2009/2010,Millet,8890,9190,1034
44,Parbat,494,western,hill,2010/2011,Millet,8845,8960,1013
44,Parbat,494,western,hill,2011/2012,Millet,8845,8049,910
44,Parbat,494,western,hill,2012/2013,Millet,8770,7630,870
44,Parbat,494,western,hill,2013/2014,Millet,8770,7893,900
44,Parbat,494,western,hill,2014/2015,Millet,8750,7498,857
45,Baglung,1784,western,hill,2000/2001,Millet,18550,21333,1150
45,Baglung,1784,western,hill,2001/2002,Millet,20040,22000,1098
45,Baglung,1784,western,hill,2002/2003,Millet,20100,22185,1104
45,Baglung,1784,western,hill,2003/2004,Millet,20100,22185,1104
45,Baglung,1784,western,hill,2004/2005,Millet,18165,21974,1210
45,Baglung,1784,western,hill,2005/2006,Millet,18165,21974,1210
45,Baglung,1784,western,hill,2006/2007,Millet,18165,21974,1210
45,Baglung,1784,western,hill,2007/2008,Millet,18900,23058,1220
45,Baglung,1784,western,hill,2008/2009,Millet,18920,23900,1263
45,Baglung,1784,western,hill,2009/2010,Millet,18920,23920,1264
45,Baglung,1784,western,hill,2010/2011,Millet,17700,23030,1301
45,Baglung,1784,western,hill,2011/2012,Millet,18655,22386,1200
45,Baglung,1784,western,hill,2012/2013,Millet,18635,21989,1180
45,Baglung,1784,western,hill,2013/2014,Millet,18615,21965,1180
45,Baglung,1784,western,hill,2014/2015,Millet,18559,21785,1174
46,Gulmi,1149,western,hill,2000/2001,Millet,2960,3885,1309
46,Gulmi,1149,western,hill,2001/2002,Millet,2960,3580,1209
46,Gulmi,1149,western,hill,2002/2003,Millet,2960,3580,1209
46,Gulmi,1149,western,hill,2003/2004,Millet,2960,3580,1209
46,Gulmi,1149,western,hill,2004/2005,Millet,2735,3707,1355
46,Gulmi,1149,western,hill,2005/2006,Millet,2730,3703,1356
46,Gulmi,1149,western,hill,2006/2007,Millet,2730,3703,1356
46,Gulmi,1149,western,hill,2007/2008,Millet,2730,3703,1356
46,Gulmi,1149,western,hill,2008/2009,Millet,2915,3971,1362
46,Gulmi,1149,western,hill,2009/2010,Millet,2915,3971,1362
46,Gulmi,1149,western,hill,2010/2011,Millet,2916,2858,980
46,Gulmi,1149,western,hill,2011/2012,Millet,2922,2863,979
46,Gulmi,1149,western,hill,2012/2013,Millet,2918,2589,887
46,Gulmi,1149,western,hill,2013/2014,Millet,2900,2900,1000
46,Gulmi,1149,western,hill,2014/2015,Millet,2905,2915,1003
47,Palpa,1373,western,hill,2000/2001,Millet,2425,2667,1100
47,Palpa,1373,western,hill,2001/2002,Millet,2433,2408,990
47,Palpa,1373,western,hill,2002/2003,Millet,243.3,2408,990
47,Palpa,1373,western,hill,2003/2004,Millet,2433,2408,990
47,Palpa,1373,western,hill,2004/2005,Millet,2435,2515,1033
47,Palpa,1373,western,hill,2005/2006,Millet,2435,2515,1033
47,Palpa,1373,western,hill,2006/2007,Millet,2415,2415,1000
47,Palpa,1373,western,hill,2007/2008,Millet,2420,2504,1035
47,Palpa,1373,western,hill,2008/2009,Millet,2540,2550,1004
47,Palpa,1373,western,hill,2009/2010,Millet,2540,2590,1020
47,Palpa,1373,western,hill,2010/2011,Millet,2580,2920,1132
47,Palpa,1373,western,hill,2011/2012,Millet,2540,2590,1019
47,Palpa,1373,western,hill,2012/2013,Millet,2540,2588,1019
47,Palpa,1373,western,hill,2013/2014,Millet,2538,2587,1019
47,Palpa,1373,western,hill,2014/2015,Millet,2573,2587,1005
48,Nawalparasi,2162,western,terai,2000/2001,Millet,500,550,1100
48,Nawalparasi,2162,western,terai,2001/2002,Millet,500,500,1000
48,Nawalparasi,2162,western,terai,2002/2003,Millet,500,550,1100
48,Nawalparasi,2162,western,terai,2003/2004,Millet,500,550,1100
48,Nawalparasi,2162,western,terai,2004/2005,Millet,550,550,1000
48,Nawalparasi,2162,western,terai,2005/2006,Millet,500,550,1100
48,Nawalparasi,2162,western,terai,2006/2007,Millet,500,500,1000
48,Nawalparasi,2162,western,terai,2007/2008,Millet,500,500,1000
48,Nawalparasi,2162,western,terai,2008/2009,Millet,500,500,1000
48,Nawalparasi,2162,western,terai,2009/2010,Millet,500,550,1100
48,Nawalparasi,2162,western,terai,2010/2011,Millet,500,500,1000
48,Nawalparasi,2162,western,terai,2011/2012,Millet,450,495,1100
48,Nawalparasi,2162,western,terai,2012/2013,Millet,450,495,1100
48,Nawalparasi,2162,western,terai,2013/2014,Millet,500,515,1030
48,Nawalparasi,2162,western,terai,2014/2015,Millet,500,520,1040
49,Rupandehi,1360,western,terai,2000/2001,Millet,60,70,1167
49,Rupandehi,1360,western,terai,2001/2002,Millet,10,10,1000
49,Rupandehi,1360,western,terai,2002/2003,Millet,5,5,1000
49,Rupandehi,1360,western,terai,2003/2004,Millet,5,5,1000
49,Rupandehi,1360,western,terai,2004/2005,Millet,5,5,1000
49,Rupandehi,1360,western,terai,2005/2006,Millet,,,
49,Rupandehi,1360,western,terai,2006/2007,Millet,100,90,900
49,Rupandehi,1360,western,terai,2007/2008,Millet,100,90,900
49,Rupandehi,1360,western,terai,2008/2009,Millet,100,100,1000
49,Rupandehi,1360,western,terai,2009/2010,Millet,100,110,1100
49,Rupandehi,1360,western,terai,2010/2011,Millet,100,100,1000
49,Rupandehi,1360,western,terai,2011/2012,Millet,,,
49,Rupandehi,1360,western,terai,2012/2013,Millet,,,
49,Rupandehi,1360,western,terai,2013/2014,Millet,120,125,
49,Rupandehi,1360,western,terai,2014/2015,Millet,50,55,1100
50,Kapilbastu,1738,western,terai,2000/2001,Millet,105,105,1000
50,Kapilbastu,1738,western,terai,2001/2002,Millet,100,100,1000
50,Kapilbastu,1738,western,terai,2002/2003,Millet,100,100,1000
50,Kapilbastu,1738,western,terai,2003/2004,Millet,100,100,1000
50,Kapilbastu,1738,western,terai,2004/2005,Millet,100,100,1000
50,Kapilbastu,1738,western,terai,2005/2006,Millet,100,100,1000
50,Kapilbastu,1738,western,terai,2006/2007,Millet,150,140,933
50,Kapilbastu,1738,western,terai,2007/2008,Millet,140,140,1000
50,Kapilbastu,1738,western,terai,2008/2009,Millet,140,140,1000
50,Kapilbastu,1738,western,terai,2009/2010,Millet,140,140,1000
50,Kapilbastu,1738,western,terai,2010/2011,Millet,100,100,1000
50,Kapilbastu,1738,western,terai,2011/2012,Millet,,,
50,Kapilbastu,1738,western,terai,2012/2013,Millet,,,
50,Kapilbastu,1738,western,terai,2013/2014,Millet,,,
50,Kapilbastu,1738,western,terai,2014/2015,Millet,,,
51,Arghakhanchi,1193,western,hill,2000/2001,Millet,850,820,965
51,Arghakhanchi,1193,western,hill,2001/2002,Millet,850,850,1000
51,Arghakhanchi,1193,western,hill,2002/2003,Millet,850,850,1000
51,Arghakhanchi,1193,western,hill,2003/2004,Millet,850,850,1000
51,Arghakhanchi,1193,western,hill,2004/2005,Millet,850,850,1000
51,Arghakhanchi,1193,western,hill,2005/2006,Millet,850,850,1000
51,Arghakhanchi,1193,western,hill,2006/2007,Millet,850,850,1000
51,Arghakhanchi,1193,western,hill,2007/2008,Millet,850,850,1000
51,Arghakhanchi,1193,western,hill,2008/2009,Millet,825,998,1210
51,Arghakhanchi,1193,western,hill,2009/2010,Millet,800,980,1225
51,Arghakhanchi,1193,western,hill,2010/2011,Millet,820,880,1073
51,Arghakhanchi,1193,western,hill,2011/2012,Millet,507,608,1199
51,Arghakhanchi,1193,western,hill,2012/2013,Millet,505,606,1200
51,Arghakhanchi,1193,western,hill,2013/2014,Millet,505,606,1200
51,Arghakhanchi,1193,western,hill,2014/2015,Millet,505,656,1299
52,Pyuthan,1309,mid-west,hill,2000/2001,Millet,2350,2525,1074
52,Pyuthan,1309,mid-west,hill,2001/2002,Millet,2025,2025,1000
52,Pyuthan,1309,mid-west,hill,2002/2003,Millet,52025,2025,1000
52,Pyuthan,1309,mid-west,hill,2003/2004,Millet,2025,2025,1000
52,Pyuthan,1309,mid-west,hill,2004/2005,Millet,2025,2025,1000
52,Pyuthan,1309,mid-west,hill,2005/2006,Millet,2025,2025,1000
52,Pyuthan,1309,mid-west,hill,2006/2007,Millet,2000,1700,850
52,Pyuthan,1309,mid-west,hill,2007/2008,Millet,1985,1985,1000
52,Pyuthan,1309,mid-west,hill,2008/2009,Millet,1985,1985,1000
52,Pyuthan,1309,mid-west,hill,2009/2010,Millet,1985,2005,1010
52,Pyuthan,1309,mid-west,hill,2010/2011,Millet,1985,1998,1007
52,Pyuthan,1309,mid-west,hill,2011/2012,Millet,1985,2000,1007
52,Pyuthan,1309,mid-west,hill,2012/2013,Millet,1985,2005,1010
52,Pyuthan,1309,mid-west,hill,2013/2014,Millet,1984,2006,1011
52,Pyuthan,1309,mid-west,hill,2014/2015,Millet,1995,2290,1148
53,Rolpa,1879,mid-west,hill,2000/2001,Millet,700,700,1000
53,Rolpa,1879,mid-west,hill,2001/2002,Millet,1050,1100,1048
53,Rolpa,1879,mid-west,hill,2002/2003,Millet,1050,1100,1048
53,Rolpa,1879,mid-west,hill,2003/2004,Millet,1050,1100,1048
53,Rolpa,1879,mid-west,hill,2004/2005,Millet,1050,1100,1048
53,Rolpa,1879,mid-west,hill,2005/2006,Millet,1067,1000,937
53,Rolpa,1879,mid-west,hill,2006/2007,Millet,1067,1000,937
