dcode,dname,area,dev_reg,eco_belt,yearcode,crop_name,amaize,pmaize,ymaize
26,Bhaktapur,119,central,hill,2010/2011,maize,2000,6000,3000
26,Bhaktapur,119,central,hill,2011/2012,maize,1970,7978,4050
26,Bhaktapur,119,central,hill,2012/2013,maize,1969,7876,4000
26,Bhaktapur,119,central,hill,2013/2014,maize,1969,8860,4500
26,Bhaktapur,119,central,hill,2014/2015,maize,1965,8071,4107
27,Kathmandu,395,central,hill,2000/2001,maize,7765,21742,2800
27,Kathmandu,395,central,hill,2001/2002,maize,7300,23860,3268
27,Kathmandu,395,central,hill,2002/2003,maize,7300,23860,3268
27,Kathmandu,395,central,hill,2003/2004,maize,7300,23860,3268
27,Kathmandu,395,central,hill,2004/2005,maize,5700,15960,2800
27,Kathmandu,395,central,hill,2005/2006,maize,5410,15148,2800
27,Kathmandu,395,central,hill,2006/2007,maize,5400,15633,2895
27,Kathmandu,395,central,hill,2007/2008,maize,5400,16500,3056
27,Kathmandu,395,central,hill,2008/2009,maize,5800,17920,3090
27,Kathmandu,395,central,hill,2009/2010,maize,7400,18260,2468
27,Kathmandu,395,central,hill,2010/2011,maize,7400,21260,2873
27,Kathmandu,395,central,hill,2011/2012,maize,7124,28496,4000
27,Kathmandu,395,central,hill,2012/2013,maize,7100,27203,3831
27,Kathmandu,395,central,hill,2013/2014,maize,9923,33164,3342
27,Kathmandu,395,central,hill,2014/2015,maize,9923,33450,3371
28,Nuwakot,1121,central,hill,2000/2001,maize,20490,35300,1723
28,Nuwakot,1121,central,hill,2001/2002,maize,20173,41355,2050
28,Nuwakot,1121,central,hill,2002/2003,maize,20173,40692,2017
28,Nuwakot,1121,central,hill,2003/2004,maize,20173,40692,2017
28,Nuwakot,1121,central,hill,2004/2005,maize,20173,40693,2017
28,Nuwakot,1121,central,hill,2005/2006,maize,19750,35550,1800
28,Nuwakot,1121,central,hill,2006/2007,maize,19750,35550,1800
28,Nuwakot,1121,central,hill,2007/2008,maize,20228,38040,1881
28,Nuwakot,1121,central,hill,2008/2009,maize,20120,43658,2170
28,Nuwakot,1121,central,hill,2009/2010,maize,20120,43658,2170
28,Nuwakot,1121,central,hill,2010/2011,maize,20115,53509,2660
28,Nuwakot,1121,central,hill,2011/2012,maize,19590,56811,2900
28,Nuwakot,1121,central,hill,2012/2013,maize,20100,41434,2061
28,Nuwakot,1121,central,hill,2013/2014,maize,19615,58845,3000
28,Nuwakot,1121,central,hill,2014/2015,maize,20450,63435,3102
29,Rasuwa,1544,central,mountain,2000/2001,maize,2152,3549,1649
29,Rasuwa,1544,central,mountain,2001/2002,maize,2250,3370,1498
29,Rasuwa,1544,central,mountain,2002/2003,maize,2250,3370,1498
29,Rasuwa,1544,central,mountain,2003/2004,maize,2250,3370,1498
29,Rasuwa,1544,central,mountain,2004/2005,maize,2350,4347,1850
29,Rasuwa,1544,central,mountain,2005/2006,maize,2350,4347,1850
29,Rasuwa,1544,central,mountain,2006/2007,maize,2350,4347,1850
29,Rasuwa,1544,central,mountain,2007/2008,maize,2350,4500,1915
29,Rasuwa,1544,central,mountain,2008/2009,maize,2350,4500,1915
29,Rasuwa,1544,central,mountain,2009/2010,maize,2370,3984,1681
29,Rasuwa,1544,central,mountain,2010/2011,maize,2338,4535,1940
29,Rasuwa,1544,central,mountain,2011/2012,maize,2374,4700,1980
29,Rasuwa,1544,central,mountain,2012/2013,maize,2324,3549,1527
29,Rasuwa,1544,central,mountain,2013/2014,maize,2430,5080,2091
29,Rasuwa,1544,central,mountain,2014/2015,maize,2430,4033,1660
30,Dhading,1926,central,hill,2000/2001,maize,17700,33989,1920
30,Dhading,1926,central,hill,2001/2002,maize,19485,40918,2100
30,Dhading,1926,central,hill,2002/2003,maize,19485,40918,2100
30,Dhading,1926,central,hill,2003/2004,maize,19485,40918,2100
30,Dhading,1926,central,hill,2004/2005,maize,19485,40919,2100
30,Dhading,1926,central,hill,2005/2006,maize,19453,40736,2094
30,Dhading,1926,central,hill,2006/2007,maize,19453,30736,1580
30,Dhading,1926,central,hill,2007/2008,maize,19480,33500,1720
30,Dhading,1926,central,hill,2008/2009,maize,19465,33950,1744
30,Dhading,1926,central,hill,2009/2010,maize,15343,23171,1510
30,Dhading,1926,central,hill,2010/2011,maize,17468,43670,2500
30,Dhading,1926,central,hill,2011/2012,maize,15342,26081,1700
30,Dhading,1926,central,hill,2012/2013,maize,14873,24383,1639
30,Dhading,1926,central,hill,2013/2014,maize,19445,48613,2500
30,Dhading,1926,central,hill,2014/2015,maize,19445,37538,1930
31,Makwanpur,2426,central,hill,2000/2001,maize,19300,45411,2353
31,Makwanpur,2426,central,hill,2001/2002,maize,19500,41174,2111
31,Makwanpur,2426,central,hill,2002/2003,maize,19500,41174,2111
31,Makwanpur,2426,central,hill,2003/2004,maize,19500,41174,2111
31,Makwanpur,2426,central,hill,2004/2005,maize,19500,41145,2110
31,Makwanpur,2426,central,hill,2005/2006,maize,19500,41145,2110
31,Makwanpur,2426,central,hill,2006/2007,maize,19812,48539,2450
31,Makwanpur,2426,central,hill,2007/2008,maize,18037,43345,2403
31,Makwanpur,2426,central,hill,2008/2009,maize,18050,44520,2466
31,Makwanpur,2426,central,hill,2009/2010,maize,15598,36673,2351
31,Makwanpur,2426,central,hill,2010/2011,maize,15560,40456,2600
31,Makwanpur,2426,central,hill,2011/2012,maize,23636,72562,3070
31,Makwanpur,2426,central,hill,2012/2013,maize,23636,63114,2670
31,Makwanpur,2426,central,hill,2013/2014,maize,23648,67870,2870
31,Makwanpur,2426,central,hill,2014/2015,maize,23650,70950,3000
32,Rautahat,1126,central,terai,2000/2001,maize,3350,5360,1600
32,Rautahat,1126,central,terai,2001/2002,maize,2950,5251,1780
32,Rautahat,1126,central,terai,2002/2003,maize,2950,5015,1700
32,Rautahat,1126,central,terai,2003/2004,maize,2950,5015,1700
32,Rautahat,1126,central,terai,2004/2005,maize,2440,4650,1906
32,Rautahat,1126,central,terai,2005/2006,maize,2440,4650,1906
32,Rautahat,1126,central,terai,2006/2007,maize,2694,5298,1967
32,Rautahat,1126,central,terai,2007/2008,maize,2694,4850,1800
32,Rautahat,1126,central,terai,2008/2009,maize,2694,5050,1875
32,Rautahat,1126,central,terai,2009/2010,maize,2655,4637,1747
32,Rautahat,1126,central,terai,2010/2011,maize,4950,15840,3200
32,Rautahat,1126,central,terai,2011/2012,maize,1680,5292,3150
32,Rautahat,1126,central,terai,2012/2013,maize,1680,5544,3300
32,Rautahat,1126,central,terai,2013/2014,maize,1700,5500,3235
32,Rautahat,1126,central,terai,2014/2015,maize,1800,5800,3222
33,Bara,1190,central,terai,2000/2001,maize,3125,7000,2240
33,Bara,1190,central,terai,2001/2002,maize,3050,5490,1800
33,Bara,1190,central,terai,2002/2003,maize,3000,5225,1742
33,Bara,1190,central,terai,2003/2004,maize,3000,5225,1742
33,Bara,1190,central,terai,2004/2005,maize,3110,5225,1680
33,Bara,1190,central,terai,2005/2006,maize,3150,5292,1680
33,Bara,1190,central,terai,2006/2007,maize,3150,6300,2000
33,Bara,1190,central,terai,2007/2008,maize,3100,5910,1906
33,Bara,1190,central,terai,2008/2009,maize,3100,6900,2226
33,Bara,1190,central,terai,2009/2010,maize,3100,6900,2226
33,Bara,1190,central,terai,2010/2011,maize,7500,21000,2800
33,Bara,1190,central,terai,2011/2012,maize,7500,30750,4100
33,Bara,1190,central,terai,2012/2013,maize,5150,21120,4101
33,Bara,1190,central,terai,2013/2014,maize,13478,86260,6400
33,Bara,1190,central,terai,2014/2015,maize,4750,13500,2842
34,Parsa,1353,central,terai,2000/2001,maize,4250,11475,2700
34,Parsa,1353,central,terai,2001/2002,maize,4150,11329,2730
34,Parsa,1353,central,terai,2002/2003,maize,4150,11329,2730
34,Parsa,1353,central,terai,2003/2004,maize,4150,11329,2730
34,Parsa,1353,central,terai,2004/2005,maize,4050,11138,2750
34,Parsa,1353,central,terai,2005/2006,maize,4055,13381,3300
34,Parsa,1353,central,terai,2006/2007,maize,4025,12880,3200
34,Parsa,1353,central,terai,2007/2008,maize,4050,12558,3101
34,Parsa,1353,central,terai,2008/2009,maize,4100,12600,3073
34,Parsa,1353,central,terai,2009/2010,maize,4100,12600,3073
34,Parsa,1353,central,terai,2010/2011,maize,4065,12447,3062
34,Parsa,1353,central,terai,2011/2012,maize,4072,16288,4000
34,Parsa,1353,central,terai,2012/2013,maize,4075,14263,3500
34,Parsa,1353,central,terai,2013/2014,maize,4075,14262,3500
34,Parsa,1353,central,terai,2014/2015,maize,4075,14262,3500
35,Chitawan,2218,central,terai,2000/2001,maize,28500,61500,2158
35,Chitawan,2218,central,terai,2001/2002,maize,28600,47300,1654
35,Chitawan,2218,central,terai,2002/2003,maize,27170,60510,2227
35,Chitawan,2218,central,terai,2003/2004,maize,27170,60510,2227
35,Chitawan,2218,central,terai,2004/2005,maize,20450,52147,2550
35,Chitawan,2218,central,terai,2005/2006,maize,20450,44110,2157
35,Chitawan,2218,central,terai,2006/2007,maize,20650,57820,2800
35,Chitawan,2218,central,terai,2007/2008,maize,21150,59658,2821
35,Chitawan,2218,central,terai,2008/2009,maize,21150,59660,2821
35,Chitawan,2218,central,terai,2009/2010,maize,18050,46060,2552
35,Chitawan,2218,central,terai,2010/2011,maize,20660,52463,2539
35,Chitawan,2218,central,terai,2011/2012,maize,10000,30000,3000
35,Chitawan,2218,central,terai,2012/2013,maize,3490,10500,3009
35,Chitawan,2218,central,terai,2013/2014,maize,9750,29250,3000
35,Chitawan,2218,central,terai,2014/2015,maize,9200,26700,2902
36,Gorkha,3610,western,hill,2000/2001,maize,18590,35135,1890
36,Gorkha,3610,western,hill,2001/2002,maize,18420,38500,2090
36,Gorkha,3610,western,hill,2002/2003,maize,19090,40090,2100
36,Gorkha,3610,western,hill,2003/2004,maize,19090,40090,2100
36,Gorkha,3610,western,hill,2004/2005,maize,19121,40154,2100
36,Gorkha,3610,western,hill,2005/2006,maize,19314,48285,2500
36,Gorkha,3610,western,hill,2006/2007,maize,19350,48375,2500
36,Gorkha,3610,western,hill,2007/2008,maize,19350,49150,2540
36,Gorkha,3610,western,hill,2008/2009,maize,19350,47212,2440
36,Gorkha,3610,western,hill,2009/2010,maize,19350,41602,2150
36,Gorkha,3610,western,hill,2010/2011,maize,19350,43537,2250
36,Gorkha,3610,western,hill,2011/2012,maize,17028,39692,2331
36,Gorkha,3610,western,hill,2012/2013,maize,19353,45471,2350
36,Gorkha,3610,western,hill,2013/2014,maize,19353,45480,2350
36,Gorkha,3610,western,hill,2014/2015,maize,17033,45480,2670
37,Lamjung,1692,western,hill,2000/2001,maize,11930,24015,2013
37,Lamjung,1692,western,hill,2001/2002,maize,11840,20240,1709
37,Lamjung,1692,western,hill,2002/2003,maize,11840,20240,1709
37,Lamjung,1692,western,hill,2003/2004,maize,11840,20240,1709
37,Lamjung,1692,western,hill,2004/2005,maize,15935,38244,2400
37,Lamjung,1692,western,hill,2005/2006,maize,15935,38012,2385
37,Lamjung,1692,western,hill,2006/2007,maize,15990,38277,2394
37,Lamjung,1692,western,hill,2007/2008,maize,15990,38280,2394
37,Lamjung,1692,western,hill,2008/2009,maize,15990,38890,2432
37,Lamjung,1692,western,hill,2009/2010,maize,15900,35775,2250
37,Lamjung,1692,western,hill,2010/2011,maize,15900,39137,2461
37,Lamjung,1692,western,hill,2011/2012,maize,15900,39591,2490
37,Lamjung,1692,western,hill,2012/2013,maize,15900,35654,2242
37,Lamjung,1692,western,hill,2013/2014,maize,22725,52984,2332
37,Lamjung,1692,western,hill,2014/2015,maize,15975,31950,2000
38,Tanahu,1546,western,hill,2000/2001,maize,22000,52316,2378
38,Tanahu,1546,western,hill,2001/2002,maize,21770,42435,1949
38,Tanahu,1546,western,hill,2002/2003,maize,21960,46466,2116
38,Tanahu,1546,western,hill,2003/2004,maize,21960,46466,2116
38,Tanahu,1546,western,hill,2004/2005,maize,21960,57096,2600
38,Tanahu,1546,western,hill,2005/2006,maize,21970,58220,2650
38,Tanahu,1546,western,hill,2006/2007,maize,22755,58708,2580
38,Tanahu,1546,western,hill,2007/2008,maize,22500,59880,2661
38,Tanahu,1546,western,hill,2008/2009,maize,22150,59362,2680
38,Tanahu,1546,western,hill,2009/2010,maize,22150,57147,2580
38,Tanahu,1546,western,hill,2010/2011,maize,26029,68425,2629
38,Tanahu,1546,western,hill,2011/2012,maize,22150,63970,2888
38,Tanahu,1546,western,hill,2012/2013,maize,26045,71630,2750
38,Tanahu,1546,western,hill,2013/2014,maize,26045,71630,2750
38,Tanahu,1546,western,hill,2014/2015,maize,22000,64300,2923
39,Syangja,1164,western,hill,2000/2001,maize,28800,57600,2000
39,Syangja,1164,western,hill,2001/2002,maize,28800,64680,2246
39,Syangja,1164,western,hill,2002/2003,maize,28800,65000,2257
39,Syangja,1164,western,hill,2003/2004,maize,28800,65000,2257
39,Syangja,1164,western,hill,2004/2005,maize,30800,80080,2600
39,Syangja,1164,western,hill,2005/2006,maize,30800,80080,2600
39,Syangja,1164,western,hill,2006/2007,maize,30800,81774,2655
39,Syangja,1164,western,hill,2007/2008,maize,30800,86725,2816
39,Syangja,1164,western,hill,2008/2009,maize,30800,88300,2867
39,Syangja,1164,western,hill,2009/2010,maize,30800,88300,2867
39,Syangja,1164,western,hill,2010/2011,maize,30900,97028,3140
39,Syangja,1164,western,hill,2011/2012,maize,26500,92750,3500
39,Syangja,1164,western,hill,2012/2013,maize,30905,92675,2999
39,Syangja,1164,western,hill,2013/2014,maize,30905,81377,2633
39,Syangja,1164,western,hill,2014/2015,maize,26500,79572,3003
40,Kaski,2017,western,hill,2000/2001,maize,15805,28450,1800
40,Kaski,2017,western,hill,2001/2002,maize,16000,31680,1980
40,Kaski,2017,western,hill,2002/2003,maize,16000,32160,2010
40,Kaski,2017,western,hill,2003/2004,maize,16000,32160,2010
40,Kaski,2017,western,hill,2004/2005,maize,16035,32682,2038
40,Kaski,2017,western,hill,2005/2006,maize,16037,35684,2225
40,Kaski,2017,western,hill,2006/2007,maize,16310,36630,2246
40,Kaski,2017,western,hill,2007/2008,maize,16300,37910,2326
40,Kaski,2017,western,hill,2008/2009,maize,16300,41645,2555
40,Kaski,2017,western,hill,2009/2010,maize,16800,41200,2452
40,Kaski,2017,western,hill,2010/2011,maize,20800,52000,2500
40,Kaski,2017,western,hill,2011/2012,maize,14010,32943,2351
40,Kaski,2017,western,hill,2012/2013,maize,15573,42549,2732
40,Kaski,2017,western,hill,2013/2014,maize,20573,52549,2554
40,Kaski,2017,western,hill,2014/2015,maize,13773,31678,2300
41,Manang,2246,western,mountain,2000/2001,maize,165,205,1242
41,Manang,2246,western,mountain,2001/2002,maize,175,250,1429
41,Manang,2246,western,mountain,2002/2003,maize,171,350,2047
41,Manang,2246,western,mountain,2003/2004,maize,171,350,2047
41,Manang,2246,western,mountain,2004/2005,maize,200,355,1775
41,Manang,2246,western,mountain,2005/2006,maize,166,365,2199
41,Manang,2246,western,mountain,2006/2007,maize,166,365,2199
41,Manang,2246,western,mountain,2007/2008,maize,166,365,2199
41,Manang,2246,western,mountain,2008/2009,maize,166,365,2199
41,Manang,2246,western,mountain,2009/2010,maize,175,455,2600
41,Manang,2246,western,mountain,2010/2011,maize,185,518,2800
41,Manang,2246,western,mountain,2011/2012,maize,175,425,2429
41,Manang,2246,western,mountain,2012/2013,maize,189,485,2566
41,Manang,2246,western,mountain,2013/2014,maize,176,345,1960
41,Manang,2246,western,mountain,2014/2015,maize,176,350,1989
42,Mustang,3573,western,mountain,2000/2001,maize,150,195,1300
42,Mustang,3573,western,mountain,2001/2002,maize,522,910,1743
42,Mustang,3573,western,mountain,2002/2003,maize,525,766,1459
42,Mustang,3573,western,mountain,2003/2004,maize,525,766,1459
42,Mustang,3573,western,mountain,2004/2005,maize,525,780,1486
42,Mustang,3573,western,mountain,2005/2006,maize,525,780,1486
42,Mustang,3573,western,mountain,2006/2007,maize,525,780,1486
42,Mustang,3573,western,mountain,2007/2008,maize,537,798,1486
42,Mustang,3573,western,mountain,2008/2009,maize,537,795,1480
42,Mustang,3573,western,mountain,2009/2010,maize,525,810,1543
42,Mustang,3573,western,mountain,2010/2011,maize,525,810,1543
42,Mustang,3573,western,mountain,2011/2012,maize,525,810,1543
42,Mustang,3573,western,mountain,2012/2013,maize,525,770,1467
42,Mustang,3573,western,mountain,2013/2014,maize,530,770,1453
42,Mustang,3573,western,mountain,2014/2015,maize,516,774,1500
43,Myagdi,2297,western,hill,2000/2001,maize,9850,9573,972
43,Myagdi,2297,western,hill,2001/2002,maize,10095,16670,16510
43,Myagdi,2297,western,hill,2002/2003,maize,10095,16670,1651
43,Myagdi,2297,western,hill,2003/2004,maize,10095,16670,1651
43,Myagdi,2297,western,hill,2004/2005,maize,11607,24375,2100
43,Myagdi,2297,western,hill,2005/2006,maize,11607,24375,2100
43,Myagdi,2297,western,hill,2006/2007,maize,11607,24375,2100
43,Myagdi,2297,western,hill,2007/2008,maize,11108,25548,2300
43,Myagdi,2297,western,hill,2008/2009,maize,11115,27788,2500
43,Myagdi,2297,western,hill,2009/2010,maize,11112,26993,2429
43,Myagdi,2297,western,hill,2010/2011,maize,11115,33847,3045
43,Myagdi,2297,western,hill,2011/2012,maize,11115,34151,3073
43,Myagdi,2297,western,hill,2012/2013,maize,11129,39665,3564
43,Myagdi,2297,western,hill,2013/2014,maize,11134,40900,3673
43,Myagdi,2297,western,hill,2014/2015,maize,9135,29414,3220
44,Parbat,494,western,hill,2000/2001,maize,17756,25863,2200
44,Parbat,494,western,hill,2001/2002,maize,13720,26068,1900
44,Parbat,494,western,hill,2002/2003,maize,13720,27440,2000
44,Parbat,494,western,hill,2003/2004,maize,13720,27440,2000
44,Parbat,494,western,hill,2004/2005,maize,13728,26220,1910
44,Parbat,494,western,hill,2005/2006,maize,14168,28624,2020
44,Parbat,494,western,hill,2006/2007,maize,14198,30773,2167
44,Parbat,494,western,hill,2007/2008,maize,14198,30773,2167
44,Parbat,494,western,hill,2008/2009,maize,14180,34037,2400
44,Parbat,494,western,hill,2009/2010,maize,14180,34037,2400
44,Parbat,494,western,hill,2010/2011,maize,14205,27244,1918
44,Parbat,494,western,hill,2011/2012,maize,14000,28762,2054
44,Parbat,494,western,hill,2012/2013,maize,14285,30023,2102
44,Parbat,494,western,hill,2013/2014,maize,14285,30405,2128
44,Parbat,494,western,hill,2014/2015,maize,13925,29938,2150
45,Baglung,1784,western,hill,2000/2001,maize,13277,23900,1800
45,Baglung,1784,western,hill,2001/2002,maize,10580,27880,1690
45,Baglung,1784,western,hill,2002/2003,maize,10600,18030,1701
45,Baglung,1784,western,hill,2003/2004,maize,10600,18030,1701
45,Baglung,1784,western,hill,2004/2005,maize,11275,24241,2150
45,Baglung,1784,western,hill,2005/2006,maize,11500,25090,2182
45,Baglung,1784,western,hill,2006/2007,maize,21000,44100,2100
45,Baglung,1784,western,hill,2007/2008,maize,21352,45160,2115
45,Baglung,1784,western,hill,2008/2009,maize,21370,53852,2520
45,Baglung,1784,western,hill,2009/2010,maize,21300,48200,2263
45,Baglung,1784,western,hill,2010/2011,maize,20327,52682,2592
45,Baglung,1784,western,hill,2011/2012,maize,20341,59044,2903
45,Baglung,1784,western,hill,2012/2013,maize,20344,56682,2786
45,Baglung,1784,western,hill,2013/2014,maize,20349,58835,2891
45,Baglung,1784,western,hill,2014/2015,maize,19942,58808,2949
46,Gulmi,1149,western,hill,2000/2001,maize,22300,24039,1078
46,Gulmi,1149,western,hill,2001/2002,maize,21350,29500,1382
46,Gulmi,1149,western,hill,2002/2003,maize,21350,29500,1382
46,Gulmi,1149,western,hill,2003/2004,maize,21350,29500,1382
46,Gulmi,1149,western,hill,2004/2005,maize,20034,38870,1940
46,Gulmi,1149,western,hill,2005/2006,maize,20050,39656,1978
46,Gulmi,1149,western,hill,2006/2007,maize,20050,39656,1978
46,Gulmi,1149,western,hill,2007/2008,maize,20050,39656,1978
46,Gulmi,1149,western,hill,2008/2009,maize,21034,39864,1895
46,Gulmi,1149,western,hill,2009/2010,maize,21034,39864,1895
46,Gulmi,1149,western,hill,2010/2011,maize,24845,43909,1767
46,Gulmi,1149,western,hill,2011/2012,maize,24040,55292,2300
46,Gulmi,1149,western,hill,2012/2013,maize,24856,58542,2355
46,Gulmi,1149,western,hill,2013/2014,maize,24844,52519,2114
46,Gulmi,1149,western,hill,2014/2015,maize,24014,52900,2203
47,Palpa,1373,western,hill,2000/2001,maize,20125,43268,2150
47,Palpa,1373,western,hill,2001/2002,maize,20562,38807,1887
47,Palpa,1373,western,hill,2002/2003,maize,20562,38807,1887
47,Palpa,1373,western,hill,2003/2004,maize,20562,38807,1887
47,Palpa,1373,western,hill,2004/2005,maize,20132,40050,1989
47,Palpa,1373,western,hill,2005/2006,maize,20134,40250,1999
47,Palpa,1373,western,hill,2006/2007,maize,20135,42284,2100
47,Palpa,1373,western,hill,2007/2008,maize,20140,47532,2360
47,Palpa,1373,western,hill,2008/2009,maize,20210,47940,2372
47,Palpa,1373,western,hill,2009/2010,maize,20210,43729,2164
47,Palpa,1373,western,hill,2010/2011,maize,21563,42417,1967
47,Palpa,1373,western,hill,2011/2012,maize,20210,43070,2131
47,Palpa,1373,western,hill,2012/2013,maize,21580,40368,1871
47,Palpa,1373,western,hill,2013/2014,maize,21583,40879,1894
47,Palpa,1373,western,hill,2014/2015,maize,20210,42386,2097
48,Nawalparasi,2162,western,terai,2000/2001,maize,9240,19460,2106
48,Nawalparasi,2162,western,terai,2001/2002,maize,8080,16968,2100
48,Nawalparasi,2162,western,terai,2002/2003,maize,9245,19610,2121
48,Nawalparasi,2162,western,terai,2003/2004,maize,9245,19610,2121
48,Nawalparasi,2162,western,terai,2004/2005,maize,9500,21014,2212
48,Nawalparasi,2162,western,terai,2005/2006,maize,9345,23154,2478
48,Nawalparasi,2162,western,terai,2006/2007,maize,9695,24250,2501
48,Nawalparasi,2162,western,terai,2007/2008,maize,9695,24900,2568
48,Nawalparasi,2162,western,terai,2008/2009,maize,9700,24950,2572
48,Nawalparasi,2162,western,terai,2009/2010,maize,9400,23520,2502
48,Nawalparasi,2162,western,terai,2010/2011,maize,10750,33680,3133
48,Nawalparasi,2162,western,terai,2011/2012,maize,8400,26000,3095
48,Nawalparasi,2162,western,terai,2012/2013,maize,10750,35025,3258
48,Nawalparasi,2162,western,terai,2013/2014,maize,10750,25310,2354
48,Nawalparasi,2162,western,terai,2014/2015,maize,8400,14940,1779
49,Rupandehi,1360,western,terai,2000/2001,maize,1779,1779,1000
49,Rupandehi,1360,western,terai,2001/2002,maize,500,950,1900
49,Rupandehi,1360,western,terai,2002/2003,maize,510,1020,2000
49,Rupandehi,1360,western,terai,2003/2004,maize,510,1020,2000
49,Rupandehi,1360,western,terai,2004/2005,maize,510,1020,2000
49,Rupandehi,1360,western,terai,2005/2006,maize,550,1541,2802
49,Rupandehi,1360,western,terai,2006/2007,maize,875,2188,2500
49,Rupandehi,1360,western,terai,2007/2008,maize,900,2250,2500
49,Rupandehi,1360,western,terai,2008/2009,maize,1250,3180,2544
49,Rupandehi,1360,western,terai,2009/2010,maize,2400,6000,2500
49,Rupandehi,1360,western,terai,2010/2011,maize,2500,7240,2896
49,Rupandehi,1360,western,terai,2011/2012,maize,2300,6900,3000
49,Rupandehi,1360,western,terai,2012/2013,maize,2550,10530,4129
49,Rupandehi,1360,western,terai,2013/2014,maize,2650,10500,3962
49,Rupandehi,1360,western,terai,2014/2015,maize,2550,10500,4118
50,Kapilbastu,1738,western,terai,2000/2001,maize,800,1716,2145
50,Kapilbastu,1738,western,terai,2001/2002,maize,800,1200,1500
50,Kapilbastu,1738,western,terai,2002/2003,maize,500,1000,2000
50,Kapilbastu,1738,western,terai,2003/2004,maize,500,1000,2000
50,Kapilbastu,1738,western,terai,2004/2005,maize,500,1000,2000
50,Kapilbastu,1738,western,terai,2005/2006,maize,1300,2730,2100
50,Kapilbastu,1738,western,terai,2006/2007,maize,1240,2604,2100
50,Kapilbastu,1738,western,terai,2007/2008,maize,1240,2630,2121
50,Kapilbastu,1738,western,terai,2008/2009,maize,1240,3013,2430
50,Kapilbastu,1738,western,terai,2009/2010,maize,1390,3027,2178
50,Kapilbastu,1738,western,terai,2010/2011,maize,1390,3527,2537
50,Kapilbastu,1738,western,terai,2011/2012,maize,760,1920,2526
50,Kapilbastu,1738,western,terai,2012/2013,maize,1400,3350,2393
50,Kapilbastu,1738,western,terai,2013/2014,maize,1370,3302,2410
50,Kapilbastu,1738,western,terai,2014/2015,maize,3120,9500,3045
51,Arghakhanchi,1193,western,hill,2000/2001,maize,16500,32175,1950
51,Arghakhanchi,1193,western,hill,2001/2002,maize,16500,28350,1718
51,Arghakhanchi,1193,western,hill,2002/2003,maize,16500,28350,1718
51,Arghakhanchi,1193,western,hill,2003/2004,maize,16500,28350,1718
51,Arghakhanchi,1193,western,hill,2004/2005,maize,16500,28350,1718
51,Arghakhanchi,1193,western,hill,2005/2006,maize,16500,28350,1718
51,Arghakhanchi,1193,western,hill,2006/2007,maize,16500,28350,1718
51,Arghakhanchi,1193,western,hill,2007/2008,maize,16500,28350,1718
51,Arghakhanchi,1193,western,hill,2008/2009,maize,16889,36311,2150
51,Arghakhanchi,1193,western,hill,2009/2010,maize,16509,36300,2199
51,Arghakhanchi,1193,western,hill,2010/2011,maize,16915,25485,1507
51,Arghakhanchi,1193,western,hill,2011/2012,maize,16500,41150,2494
51,Arghakhanchi,1193,western,hill,2012/2013,maize,16914,49441,2923
51,Arghakhanchi,1193,western,hill,2013/2014,maize,16915,49448,2923
51,Arghakhanchi,1193,western,hill,2014/2015,maize,16500,49500,3000
52,Pyuthan,1309,mid-west,hill,2000/2001,maize,12050,19300,1602
52,Pyuthan,1309,mid-west,hill,2001/2002,maize,12050,19500,1618
52,Pyuthan,1309,mid-west,hill,2002/2003,maize,12050,19280,1600
52,Pyuthan,1309,mid-west,hill,2003/2004,maize,12050,19280,1600
52,Pyuthan,1309,mid-west,hill,2004/2005,maize,12025,18038,1500
52,Pyuthan,1309,mid-west,hill,2005/2006,maize,12025,18038,1500
52,Pyuthan,1309,mid-west,hill,2006/2007,maize,12025,17917,1490
52,Pyuthan,1309,mid-west,hill,2007/2008,maize,12058,18158,1506
52,Pyuthan,1309,mid-west,hill,2008/2009,maize,12058,18158,1506
52,Pyuthan,1309,mid-west,hill,2009/2010,maize,12058,13626,1130
52,Pyuthan,1309,mid-west,hill,2010/2011,maize,12058,24880,2063
52,Pyuthan,1309,mid-west,hill,2011/2012,maize,12058,20390,1691
52,Pyuthan,1309,mid-west,hill,2012/2013,maize,12058,18351,1522
52,Pyuthan,1309,mid-west,hill,2013/2014,maize,12058,18462,1531
52,Pyuthan,1309,mid-west,hill,2014/2015,maize,12058,21108,1751
53,Rolpa,1879,mid-west,hill,2000/2001,maize,11190,17900,1600
53,Rolpa,1879,mid-west,hill,2001/2002,maize,11190,17910,1601
53,Rolpa,1879,mid-west,hill,2002/2003,maize,11190,17910,1601
53,Rolpa,1879,mid-west,hill,2003/2004,maize,11190,17910,1601
53,Rolpa,1879,mid-west,hill,2004/2005,maize,11190,17910,1601
53,Rolpa,1879,mid-west,hill,2005/2006,maize,11611,17200,1481
53,Rolpa,1879,mid-west,hill,2006/2007,maize,11611,17200,1481
53,Rolpa,1879,mid-west,hill,2007/2008,maize,11621,17500,1506
53,Rolpa,1879,mid-west,hill,2008/2009,maize,11621,17500,1506
53,Rolpa,1879,mid-west,hill,2009/2010,maize,11665,19500,1672
53,Rolpa,1879,mid-west,hill,2010/2011,maize,11661,24771,2124
53,Rolpa,1879,mid-west,hill,2011/2012,maize,11667,25302,2169
53,Rolpa,1879,mid-west,hill,2012/2013,maize,10305,16304,1582
53,Rolpa,1879,mid-west,hill,2013/2014,maize,11881,26138,2200
